gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,tier,z_track_b,p_track_b,q_track_b,p_combined
HBG2,286,150,41.46120834350586,0.033652384,0.720578818576833,0.2355843448858706,0.851291589607673,3887,0,4,0.0017719516,12770,3887,-0.012393449,0.034846526,1.8626451e-09,0.052505895,0.00029005102,Background,0.720578818576833,0.2355843448858706,0.851291589607673,0.2355843448858706
TMEM238,640,202,31.04767417907715,0.03739533,0.7205291906369458,0.23559961681444141,0.851291589607673,3888,1,5,0.0051460643,788,3888,0.03867139,0.0029118445,0.015516905,0.02583191,0.000686448,Background,0.7205291906369458,0.23559961681444141,0.851291589607673,0.23559961681444141
BRCC3,690,253,40.80181121826172,0.03766999,0.7203995575160329,0.23563951118890902,0.851291589607673,3889,0,4,0.0035781197,2083,3889,0.017891949,0.002644755,0.019670868,-0.0010465169,0.045071594,Background,0.7203995575160329,0.23563951118890902,0.851291589607673,0.23563951118890902
SAXO2,570,404,41.5884895324707,0.036940094,0.7203709115339477,0.23564832744425301,0.851291589607673,3890,0,4,0.0039655836,1659,3890,0.031524725,0.01842212,0.0059135305,-0.0016966355,0.02843683,Background,0.7203709115339477,0.23564832744425301,0.851291589607673,0.23564832744425301
KLRB1,444,236,42.13427734375,0.035865925,0.7200708173130614,0.23574069713597579,0.851291589607673,3891,1,5,0.0026462127,5591,3891,0.06974542,0.0016030143,3.7252903e-09,0.0017154589,0.0071347393,Background,0.7200708173130614,0.23574069713597579,0.851291589607673,0.23574069713597579
SOS2,676,1369,41.472267150878906,0.037581176,0.7199570200375421,0.23577572941959396,0.851291589607673,3892,0,4,0.002545856,6442,3892,0.06143625,0.0028512906,0.01940934,-0.00022701081,0.00056418777,Background,0.7199570200375421,0.23577572941959396,0.851291589607673,0.23577572941959396
LIM2,716,174,40.13258743286133,0.037785146,0.7198212605900406,0.2358175264724205,0.851291589607673,3893,1,5,0.0039674235,1657,3893,0.022088768,0.0015803842,0.0042487406,0.0006094342,0.055962835,Background,0.7198212605900406,0.2358175264724205,0.851291589607673,0.2358175264724205
IL25,683,173,35.08848190307617,0.037613176,0.719773616104465,0.2358321960263739,0.851291589607673,3894,1,5,0.006918338,433,3894,0.018145852,0.029361514,0.0039950497,0.031141602,0.0014616027,Background,0.719773616104465,0.2358321960263739,0.851291589607673,0.2358321960263739
CELA3B,581,281,41.62664794921875,0.036988903,0.7195076089193919,0.23591410786086947,0.851291589607673,3895,0,3,0.0019730788,11078,3895,0.04583402,0.058702078,-0.022709256,-0.0001332243,0.0010160934,Background,0.7195076089193919,0.23591410786086947,0.851291589607673,0.23591410786086947
GDI2,704,455,41.5113525390625,0.037714135,0.7194890984151235,0.23591980840080318,0.851291589607673,3896,0,4,0.0027874021,4555,3896,0.059172638,0.003071826,0.023691332,-0.0026407782,0.0010363441,Background,0.7194890984151235,0.23591980840080318,0.851291589607673,0.23591980840080318
CCDC120,480,775,41.47188186645508,0.03617634,0.7189363053018181,0.23609008289726652,0.851291589607673,3897,1,5,0.0068796724,437,3897,0.017849896,0.0008776942,0.018475287,0.018216107,0.025473766,Background,0.7189363053018181,0.23609008289726652,0.851291589607673,0.23609008289726652
PIERCE1,690,163,35.20983123779297,0.037623357,0.7189127437679881,0.2360973419597835,0.851291589607673,3898,0,4,0.0023364946,8618,3898,0.051147968,0.03304778,0.0019976175,-0.0023845593,0.00031958704,Background,0.7189127437679881,0.2360973419597835,0.851291589607673,0.2360973419597835
BCL11A,702,823,41.2243537902832,0.03767658,0.7186179218723507,0.23618818390163515,0.851291589607673,3899,1,5,0.0048885476,896,3899,0.037920646,0.002356256,0.0049831653,0.038012553,0.0009747781,Background,0.7186179218723507,0.23618818390163515,0.851291589607673,0.23618818390163515
OTOG,624,3057,41.82991027832031,0.0372371,0.7185605352705993,0.23620586837571722,0.851291589607673,3900,0,3,0.0018869237,11784,3900,0.061715696,0.08746792,-0.064647615,-0.0018775659,0.0006062519,Background,0.7185605352705993,0.23620586837571722,0.851291589607673,0.23620586837571722
TMEM201,687,704,41.651145935058594,0.03758782,0.718285846317285,0.23629052767035869,0.851291589607673,3901,0,4,0.0025526255,6381,3901,0.051250346,0.031448048,0.0036290642,-0.0027219816,0.00044345108,Background,0.718285846317285,0.23629052767035869,0.851291589607673,0.23629052767035869
KLHL17,677,667,33.78050231933594,0.037518688,0.7177934809286433,0.2364423167742984,0.851291589607673,3902,0,4,0.0032041064,2848,3902,0.046659328,0.0022838821,0.0039067697,0.031053733,-9.378442e-06,Background,0.7177934809286433,0.2364423167742984,0.851291589607673,0.2364423167742984
MMP11,687,561,41.79277801513672,0.037571102,0.7177529277254724,0.23645482113013955,0.851291589607673,3903,0,4,0.0027700213,4667,3903,0.049988773,0.03034869,0.0038812915,-0.0010298202,0.0008226055,Background,0.7177529277254724,0.23645482113013955,0.851291589607673,0.23645482113013955
B3GALNT2,685,515,41.53227615356445,0.037552312,0.7174932702516486,0.2365348937013364,0.851291589607673,3904,0,4,0.0025970957,5973,3904,0.0502693,0.031231772,0.003271659,-0.0013642521,0.0005610455,Background,0.7174932702516486,0.2365348937013364,0.851291589607673,0.2365348937013364
ARHGEF9,693,526,37.61422348022461,0.03759374,0.7174654444683934,0.23654347543711945,0.851291589607673,3905,0,4,0.0033019797,2605,3905,0.017559774,0.001533624,0.021487061,-0.0026847185,0.046166427,Background,0.7174654444683934,0.23654347543711945,0.851291589607673,0.23654347543711945
GLIS1,695,842,41.291847229003906,0.037601456,0.717377896885299,0.23657047706057582,0.851291589607673,3906,0,3,0.0021814825,9661,3906,0.05271186,0.029714812,0.003152066,-0.0014421795,-5.7141347e-05,Background,0.717377896885299,0.23657047706057582,0.851291589607673,0.23657047706057582
CSGALNACT2,723,542,41.84859085083008,0.03774045,0.7172860107285385,0.23659881862075482,0.851291589607673,3907,1,5,0.0054764915,686,3907,0.025208192,0.002956406,0.0050621065,0.049877636,0.0012858789,Background,0.7172860107285385,0.23659881862075482,0.851291589607673,0.23659881862075482
SMTNL2,672,491,41.17924499511719,0.037467018,0.7170171548035705,0.23668175583861134,0.851291589607673,3908,1,5,0.003202884,2852,3908,0.060269006,0.0030861187,0.018988907,0.001166414,0.00026835874,Background,0.7170171548035705,0.23668175583861134,0.851291589607673,0.23668175583861134
ASB1,680,338,39.77317810058594,0.037508648,0.7169564633517167,0.23670048027232232,0.851291589607673,3909,0,4,0.0030674213,3237,3909,-0.011702437,0.000886556,0.020478372,0.032098737,0.042110667,Background,0.7169564633517167,0.23670048027232232,0.851291589607673,0.23670048027232232
PSEN1,705,468,41.91960144042969,0.037639078,0.7169306094171395,0.23670845693606746,0.851291589607673,3910,0,4,0.0024467576,7289,3910,0.078162245,0.0020603756,0.004801258,-0.0017409087,0.00088056544,Background,0.7169306094171395,0.23670845693606746,0.851291589607673,0.23670845693606746
NCR3,593,243,42.25472640991211,0.03698291,0.7167656042604723,0.23675936913645185,0.851291589607673,3911,0,4,0.0026551606,5507,3911,0.042802088,0.0014403153,0.037096877,0.0,0.0013570264,Background,0.7167656042604723,0.23675936913645185,0.851291589607673,0.23675936913645185
ESR2,709,535,41.67985153198242,0.037654147,0.7167619645905714,0.23676049222137707,0.851291589607673,3912,0,4,0.0022854474,8993,3912,0.042996727,0.038186587,0.0031588855,-0.00025725085,0.00011227464,Background,0.7167619645905714,0.23676049222137707,0.851291589607673,0.23676049222137707
EIF4ENIF1,687,1014,41.85780715942383,0.037537407,0.7166788344157985,0.23678614431397538,0.851291589607673,3913,0,4,0.002876899,4047,3913,0.03409598,0.03082812,0.020239599,-0.0018123006,0.0005848147,Background,0.7166788344157985,0.23678614431397538,0.851291589607673,0.23678614431397538
S100Z,521,112,40.32659149169922,0.036448263,0.716470842609776,0.23685033257867372,0.851291589607673,3914,1,5,0.0056979633,625,3914,0.009627859,0.035925414,0.013694441,0.021700837,0.0005522445,Background,0.716470842609776,0.23685033257867372,0.851291589607673,0.23685033257867372
GFY,647,710,41.736080169677734,0.037300486,0.7162122890720133,0.23693013801510182,0.851291589607673,3915,0,4,0.0030264019,3389,3915,0.040653788,-3.2387907e-05,0.016006727,0.0258991,0.0008791927,Background,0.7162122890720133,0.23693013801510182,0.851291589607673,0.23693013801510182
CD1E,414,322,37.28819274902344,0.035415847,0.716117290335086,0.23695946414897717,0.851291589607673,3916,0,4,0.0023832442,8083,3916,0.0269917,0.075943194,-0.043042734,0.019300047,1.8491685e-09,Background,0.716117290335086,0.23695946414897717,0.851291589607673,0.23695946414897717
GNRH1,716,105,40.254608154296875,0.037667476,0.7160632520962015,0.236976146657087,0.851291589607673,3917,0,4,0.0035488484,2124,3917,-0.0005265097,0.0047745775,0.028707879,0.046750247,0.0045208465,Background,0.7160632520962015,0.236976146657087,0.851291589607673,0.236976146657087
GAREM2,623,863,39.161190032958984,0.037144452,0.7158155228921741,0.23705263306820495,0.851291589607673,3918,1,5,0.004117964,1580,3918,0.015653789,0.0018682107,0.014178625,0.050968736,0.0003881715,Background,0.7158155228921741,0.23705263306820495,0.851291589607673,0.23705263306820495
TMEM210,710,206,27.819047927856445,0.037628308,0.7157754768585279,0.2370649985578751,0.851291589607673,3919,1,5,0.0049436293,875,3919,0.021973059,0.0038590487,0.0032243766,0.0009715874,0.054111388,Background,0.7157754768585279,0.2370649985578751,0.851291589607673,0.2370649985578751
HS3ST1,702,328,37.63743209838867,0.037581764,0.7155924990022613,0.23712150331448173,0.851291589607673,3920,0,4,0.0029904544,3538,3920,0.057565942,0.004009975,0.023244476,-0.0022000922,0.0014150869,Background,0.7155924990022613,0.23712150331448173,0.851291589607673,0.23712150331448173
AMY2A,417,511,41.35247802734375,0.035431765,0.7155588940865278,0.2371318815361057,0.851291589607673,3921,0,3,0.0019170056,11516,3921,-0.008515529,0.00080535887,0.062951945,-0.00085960794,0.024845693,Background,0.7155588940865278,0.2371318815361057,0.851291589607673,0.2371318815361057
TSSK6,705,282,32.54062271118164,0.037595734,0.7155473060597276,0.23713546032963262,0.851291589607673,3922,0,4,0.0021269803,10012,3922,0.058903296,0.0023996872,0.024050139,-0.0012865122,7.496093e-09,Background,0.7155473060597276,0.23713546032963262,0.851291589607673,0.23713546032963262
TRIM6,574,503,43.79938125610352,0.036813553,0.7154889669669667,0.2371534779606292,0.851291589607673,3923,1,5,0.003466562,2270,3923,0.013449922,0.0011534409,0.024305243,0.04322787,0.0001811311,Background,0.7154889669669667,0.2371534779606292,0.851291589607673,0.2371534779606292
KCNE4,725,182,34.24390411376953,0.037688494,0.7153120303168443,0.23720812823794607,0.851291589607673,3924,0,3,0.0019938052,10914,3924,0.08128062,0.002079369,0.00485232,-0.0039206548,-1.7622471e-05,Background,0.7153120303168443,0.23720812823794607,0.851291589607673,0.23720812823794607
MAPRE1,694,298,41.57855987548828,0.037526984,0.7151694915168878,0.23725215911048048,0.851291589607673,3925,0,4,0.0032396896,2760,3925,0.017785467,0.0013606444,0.021166457,-0.0021315874,0.0457319,Background,0.7151694915168878,0.23725215911048048,0.851291589607673,0.23725215911048048
CYREN,707,190,40.44464111328125,0.037593212,0.7151411382334542,0.23726091810174454,0.851291589607673,3926,0,4,0.0024613827,7168,3926,0.060552943,0.0013042622,0.022569083,-0.0012215339,0.0008562319,Background,0.7151411382334542,0.23726091810174454,0.851291589607673,0.23726091810174454
APEX2,674,537,42.242713928222656,0.03741194,0.7149140332301037,0.23733108254819524,0.851291589607673,3927,0,4,0.002803658,4457,3927,0.06197539,0.002420108,0.018306293,-0.00040841103,0.0013622771,Background,0.7149140332301037,0.23733108254819524,0.851291589607673,0.23733108254819524
PROSER1,688,1064,42.03816604614258,0.0374803,0.7146891514462185,0.2374005713536314,0.851291589607673,3928,0,4,0.0033069428,2589,3928,0.03439511,0.0027776163,0.0040772846,-0.0018026009,0.044361092,Background,0.7146891514462185,0.2374005713536314,0.851291589607673,0.2374005713536314
ARAF,666,649,40.950477600097656,0.037352268,0.7144201873166601,0.2374836963371661,0.851291589607673,3929,0,4,0.0030466395,3314,3929,0.03999199,0.0020490303,0.0027808417,-0.0014636191,0.040163964,Background,0.7144201873166601,0.2374836963371661,0.851291589607673,0.2374836963371661
RAB19,670,273,39.357200622558594,0.037356894,0.713861204153147,0.23765650454383275,0.851291589607673,3930,1,5,0.0065146475,486,3930,0.006696444,0.028147269,0.017873961,0.029883998,0.0009308737,Background,0.713861204153147,0.23765650454383275,0.851291589607673,0.23765650454383275
CRYM,709,315,41.421653747558594,0.037559435,0.7137385017940253,0.23769444689486546,0.851291589607673,3931,1,5,0.0028773905,4043,3931,5.082786e-05,0.037484426,0.0036819873,0.04185673,0.0009114891,Background,0.7137385017940253,0.23769444689486546,0.851291589607673,0.23769444689486546
RTL8A,129,115,24.839282989501953,0.02788863,0.7137289285433146,0.23769740730075467,0.851291589607673,3932,0,2,0.0016530398,13681,3932,0.070789225,0.0,-0.022785883,-0.07722702,0.09158452,Background,0.7137289285433146,0.23769740730075467,0.851291589607673,0.23769740730075467
AP1G1,704,823,41.299339294433594,0.03753271,0.7136993774019025,0.2377065457425615,0.851291589607673,3933,0,4,0.0026587092,5472,3933,0.058184057,0.0027269642,0.023968609,-0.0017546015,0.0008006654,Background,0.7136993774019025,0.2377065457425615,0.851291589607673,0.2377065457425615
SPATS1,540,331,41.666969299316406,0.036485445,0.7129544769336621,0.23793696359553995,0.851291589607673,3934,0,4,0.004181522,1532,3934,0.011136547,0.01963199,-0.022840347,0.020557301,0.053098448,Background,0.7129544769336621,0.23793696359553995,0.851291589607673,0.23793696359553995
SPEF2,474,1890,41.65625,0.035928287,0.7128966860798426,0.2379548449862886,0.851291589607673,3935,0,3,0.0019841997,10993,3935,0.056191266,0.03455122,-0.010365332,-0.0011474723,0.0011083968,Background,0.7128966860798426,0.2379548449862886,0.851291589607673,0.2379548449862886
FTMT,690,260,41.587249755859375,0.03742339,0.7125371366924127,0.23806611171855047,0.851291589607673,3936,0,4,0.00221423,9453,3936,0.0001888778,0.0017018389,0.040030226,-0.0016814265,0.04344173,Background,0.7125371366924127,0.23806611171855047,0.851291589607673,0.23806611171855047
GATB,718,558,41.39812469482422,0.037557103,0.7122194844002995,0.23816443662821635,0.851291589607673,3937,0,4,0.0032637767,2703,3937,0.047616832,0.0065535163,0.029770542,-0.0018465761,0.0018859077,Background,0.7122194844002995,0.23816443662821635,0.851291589607673,0.23816443662821635
IL2RB,657,615,40.06568145751953,0.037232183,0.7122113191968055,0.23816696434825607,0.851291589607673,3938,1,5,0.0031394397,3020,3938,0.028438032,0.050162263,0.003563149,0.0007602647,0.00032999553,Background,0.7122113191968055,0.23816696434825607,0.851291589607673,0.23816696434825607
TCF20,688,2034,41.81222915649414,0.03740088,0.7121573165475246,0.23818368243750138,0.851291589607673,3939,0,4,0.0026531143,5525,3939,0.050602287,0.030982427,0.0034823664,-0.0020732884,0.0006371029,Background,0.7121573165475246,0.23818368243750138,0.851291589607673,0.23818368243750138
POLG,687,1322,41.22709274291992,0.03739552,0.7121559118032539,0.2381841173254884,0.851291589607673,3940,0,4,0.0026705402,5386,3940,0.050546993,0.029929023,0.0038619158,-0.0013453676,0.0006263647,Background,0.7121559118032539,0.2381841173254884,0.851291589607673,0.2381841173254884
COX5A,708,155,35.79656219482422,0.037504714,0.7121538701886883,0.2381847493798464,0.851291589607673,3941,0,4,0.0033440164,2505,3941,0.020108443,0.03716624,0.02890671,-0.0038943277,0.0015760232,Background,0.7121538701886883,0.2381847493798464,0.851291589607673,0.2381847493798464
AKAP12,642,2163,41.518768310546875,0.037142966,0.7121359008800077,0.23819031245770667,0.851291589607673,3942,0,4,0.003214384,2823,3942,0.03199789,0.0012754232,0.016385134,-0.0010601492,0.034455914,Background,0.7121359008800077,0.23819031245770667,0.851291589607673,0.23819031245770667
CBX8,701,417,40.773399353027344,0.037466336,0.7120739567416952,0.23820949014984688,0.851291589607673,3943,1,5,0.0046241432,1024,3943,0.038337015,0.00229273,0.004355202,0.037939608,0.00085272454,Background,0.7120739567416952,0.23820949014984688,0.851291589607673,0.23820949014984688
KNCN,726,132,39.098243713378906,0.0375912,0.7120463188844603,0.23821804700829163,0.851291589607673,3944,0,3,0.0023204153,8752,3944,-0.0014606258,0.048074614,0.034821074,0.008390289,-0.005768869,Background,0.7120463188844603,0.23821804700829163,0.851291589607673,0.23821804700829163
KY,685,677,39.39704895019531,0.037376408,0.7118867398043545,0.238267457011422,0.851291589607673,3945,0,4,0.0029486276,3704,3945,0.049258683,0.030767364,0.0043881964,-0.002017947,0.0011798963,Background,0.7118867398043545,0.238267457011422,0.851291589607673,0.238267457011422
CBLB,697,1026,42.30171585083008,0.03743804,0.7118329969050061,0.2382840985315286,0.851291589607673,3946,0,4,0.002573963,6190,3946,0.035762444,0.0017228553,0.04724999,-0.001917595,0.00089630485,Background,0.7118329969050061,0.2382840985315286,0.851291589607673,0.2382840985315286
MANBAL,728,88,40.44938278198242,0.037585113,0.7115392732261134,0.2383750614873974,0.851291589607673,3947,0,4,0.0032091003,2841,3947,0.025553927,0.051572543,0.008580974,-0.003183389,0.0015187953,Background,0.7115392732261134,0.2383750614873974,0.851291589607673,0.2383750614873974
DND1,705,367,41.54541778564453,0.03746812,0.7114745653193081,0.23839510336209968,0.851291589607673,3948,0,4,0.0024235218,7518,3948,0.060143292,0.0020697238,0.02370732,-0.0026085377,0.0004694592,Background,0.7114745653193081,0.23839510336209968,0.851291589607673,0.23839510336209968
