gene,codon_length,taxa_count,fg_count,n_microbats,n_odontocetes,psi_track_b,max_rho_track_a,p_min_track_a,p_evd_track_a,max_synergy_track_a,top3_synergy_track_a,best_site_codon,best_site_lrt,best_site_rho,rho_microbats,rho_odontocetes,rho_megabats,rho_mysticetes,z_track_b,p_track_b,q_track_b,rank_track_b,rank_track_a,q_track_a,min_rank,dual_track_score,composite_rank,composite_score,z_score,p_combined,p_value,fdr_q,psi_score,rank_prod,tier
SULF1,930,688,109,73,36,0.2651416869085214,0.7616026401519775,1.942890293094024e-15,7.868705687027701e-13,17.078678131103516,15.154398918151855,164,31.039804458618164,0.5502185821533203,0.9306368827819824,0.9604241251945496,0.9999858140945436,0.5319568514823914,0.7307830326750712,0.2324558444621025,0.9128864851350191,3150,995,1.1313568901641147e-12,1180,1179.9999061902645,1371,995.1495177918192,0.7307830326750712,1.5737411374061594e-12,1.5737411374061594e-12,2.26271378032912e-12,0.2651416869085214,1770.3813148584686,Tier 0: Core Bottleneck Transducer
RTL1,1678,686,108,70,38,0.2966101764891827,0.6999185085296631,1.942890293094024e-15,2.3800406090373472e-12,16.954591751098633,15.855186462402344,145,36.25081634521485,0.4677023291587829,0.7285512685775757,0.7254604697227478,0.8492355346679688,0.8268548846244812,1.4786400318411423,0.06961827378942065,0.9128864851350191,896,3499,2.49278373785277e-12,1202,1201.999905932892,1372,1089.1525773195876,1.4786400318411423,4.760081218080359e-12,4.760081218080359e-12,4.985567475711473e-12,0.2966101764891827,1770.622489408739,Tier 0: Core Bottleneck Transducer
PDIA2,600,672,107,72,35,0.2257370028327113,0.814610481262207,1.942890293094024e-15,9.092726571675898e-13,9.571954727172852,9.089592933654783,577,24.951339721679688,0.3836248815059662,0.8496835827827454,0.7700046300888062,0.5352004766464233,0.6232646107673645,-0.25069107862534074,0.5989735206500217,0.9128864851350191,9864,319,1.2094943289847574e-12,396,395.9999099112026,1373,319.3390422347855,-0.25069107862534074,1.8185453143360064e-12,1.8185453143360064e-12,2.4189886579706146e-12,0.2257370028327113,1773.8703447546554,Tier 0: Core Bottleneck Transducer
EPAS1,917,704,112,73,39,0.270011803501049,0.7477715611457825,1.942890293094024e-15,1.115219028235348e-12,18.953479766845703,16.872499465942383,662,27.08380699157715,0.6998085379600525,0.8772016763687134,0.8325573205947876,0.9030998349189758,0.6060636639595032,0.8859290676838745,0.1878278756905143,0.9128864851350191,2473,1273,1.3555920518650221e-12,1484,1483.9999055951882,1374,1273.1398403724645,0.8859290676838745,2.2304935676231707e-12,2.2304935676231707e-12,2.7112515796923253e-12,0.270011803501049,1774.2967621004102,Tier 0: Core Bottleneck Transducer
KCNAB1,421,680,108,71,37,0.3001150411993217,0.6937119364738464,1.942890293094024e-15,3.147482274811824e-13,18.811906814575195,14.042479515075684,36,39.872222900390625,0.4718047976493835,0.8555824160575867,0.7347202897071838,0.5747269988059998,0.3937786817550659,1.5473077480044826,0.06089452715592657,0.9128864851350191,781,4038,1.0541123167921588e-12,1055,1054.99990664784,1375,955.1660458929164,1.5473077480044826,6.294409438112325e-13,6.294409438112325e-13,2.108224633584907e-12,0.3001150411993217,1775.859791762852,Tier 0: Core Bottleneck Transducer
TUT1,901,687,108,70,38,0.2355540968377991,0.8058028817176819,1.942890293094024e-15,1.2959078254928745e-12,13.715838432312012,11.616955757141112,236,29.6957950592041,0.4618781208992004,0.7845101356506348,0.8532828092575073,0.7718472480773926,0.8966770768165588,0.020520362076672093,0.49181413445372074,0.9128864851350191,7948,397,1.500960954956118e-12,493,492.9999079258422,1376,397.28722979714,0.020520362076672093,2.5917601398361967e-12,2.5917601398361967e-12,3.0018576151634866e-12,0.2355540968377991,1776.3321761427394,Tier 0: Core Bottleneck Transducer
NPY,101,722,112,72,40,0.313297255214671,0.6439432501792908,1.942890293094024e-15,1.4377388168894745e-13,10.37254524230957,9.098336219787598,41,16.325881958007812,0.635343611240387,0.7924126982688904,0.3964951336383819,0.5753174424171448,0.3214181661605835,1.9658281240711897,0.024659233963296768,0.9128864851350191,399,7909,1.0541123167921588e-12,667,666.9999099026213,1377,579.2822746923845,1.9658281240711897,2.874922522266843e-13,2.874922522266843e-13,2.108224633584907e-12,0.313297255214671,1776.4264690664795,Tier 0: Core Bottleneck Transducer
PRRT1,313,651,99,63,36,0.3149854362711062,0.6655163764953613,1.942890293094024e-15,2.4868995751600417e-13,14.913847923278809,13.044029235839844,67,40.4906120300293,0.3683285415172577,0.7545254230499268,0.8565989136695862,0.8570272326469421,0.4070283472537994,1.8260641038906522,0.033920303221870285,0.9128864851350191,495,6377,1.0541123167921588e-12,617,616.9999071204637,1378,531.2297306285334,1.8260641038906522,4.974354261833014e-13,4.974354261833014e-13,2.108224633584907e-12,0.3149854362711062,1776.686522715811,Tier 0: Core Bottleneck Transducer
SV2C,728,665,105,69,36,0.2814321614194556,0.732419490814209,1.942890293094024e-15,6.644684802379357e-13,20.865819931030273,18.646440505981445,550,34.684844970703125,0.6015831828117371,0.9035038948059082,0.8644477725028992,0.6517539024353027,0.9128680229187012,1.0622808719865522,0.1440540976882118,0.9128864851350191,1860,1699,1.0731854764612057e-12,1938,1937.9999050899803,1379,1699.1207515796475,1.0622808719865522,1.3288814493250811e-12,1.3288814493250811e-12,2.146281296659426e-12,0.2814321614194556,1777.6782611035103,Tier 0: Core Bottleneck Transducer
FAXDC2,339,605,112,72,40,0.3001139615085721,0.7098372578620911,1.942890293094024e-15,5.809241976349444e-13,13.701720237731934,12.04505443572998,70,35.15605926513672,0.3897399306297302,0.6965523362159729,0.6584767699241638,0.369127094745636,0.5421714782714844,1.3402333740892243,0.09008474225793517,0.9128864851350191,1135,2790,1.0573133745255766e-12,1056,1055.9999076657402,1380,956.1245759893582,1.3402333740892243,1.161792884118995e-12,1.161792884118995e-12,2.114526387079818e-12,0.3001139615085721,1779.508359069999,Tier 0: Core Bottleneck Transducer
HSD11B1,299,718,112,73,39,0.2922899822849979,0.7019267678260803,1.942890293094024e-15,4.5269343829080514e-13,13.10353183746338,11.850296974182127,128,25.590900421142575,0.5120387077331543,0.8694395422935486,0.7316481471061707,0.999506175518036,0.4864501059055328,1.4527771676776704,0.0731428166489486,0.9128864851350191,947,3346,1.0541123167921588e-12,1402,1401.9999077819214,1381,1277.1537412703692,1.4527771676776704,9.053868765818152e-13,9.053868765818152e-13,2.108224633584907e-12,0.2922899822849979,1780.0735939842486,Tier 0: Core Bottleneck Transducer
SPRED1,444,702,109,72,37,0.2578469086055984,0.7720332741737366,1.942890293094024e-15,4.896083538595742e-13,18.258575439453125,11.913787841796877,148,27.91094207763672,0.6541726589202881,0.8048953413963318,0.781603991985321,0.8112341165542603,0.4847879409790039,0.5898581254858623,0.27764288495362355,0.9128864851350191,3920,813,1.0541123167921588e-12,976,975.9999077436612,1382,813.1750914532757,0.5898581254858623,9.791611965681568e-13,9.791611965681568e-13,2.108224633584907e-12,0.2578469086055984,1785.205870481049,Tier 0: Core Bottleneck Transducer
TOX4,659,705,111,71,40,0.2912178182109693,0.7062373757362366,1.942890293094024e-15,4.66293670342457e-13,18.61165428161621,14.504130363464355,364,36.968502044677734,0.5034462809562683,0.8830454349517822,0.8386574983596802,0.6698586344718933,0.4996147453784942,1.3962181709507155,0.08132440321244888,0.9128864851350191,1045,3050,1.0541123167921588e-12,1460,1459.999906449894,1383,1332.145726637845,1.3962181709507155,9.325318295339002e-13,9.325318295339002e-13,2.108224633584907e-12,0.2912178182109693,1785.2870917586336,Tier 0: Core Bottleneck Transducer
ABHD4,342,726,112,73,39,0.2851949738213304,0.7123613357543945,1.942890293094024e-15,2.3703261575744285e-13,6.9232587814331055,6.331399440765381,278,13.71825885772705,0.5046747326850891,0.8671445250511169,0.8552404046058655,0.6546534299850464,0.4934053421020508,1.3012256448801482,0.09659061484186937,0.9128864851350191,1226,2608,1.0541123167921588e-12,1811,1810.9999136399608,1384,1677.1425008313934,1.3012256448801482,4.741207426661731e-13,4.741207426661731e-13,2.108224633584907e-12,0.2851949738213304,1788.129749207255,Tier 0: Core Bottleneck Transducer
TSPAN7,250,707,109,73,36,0.3267851448116081,0.5678142309188843,1.942890293094024e-15,1.5154544286132238e-13,6.599302768707275,5.804574966430664,179,12.107643127441406,0.5450526475906372,0.6938380599021912,0.4068735241889953,0.5794100761413574,0.2672612369060516,2.2530195238271684,0.01212895898935039,0.6662474652699655,273,11714,1.0541123167921588e-12,434,433.9999146959951,1385,366.401729298304,2.2530195238271684,3.030353745714365e-13,3.030353745714365e-13,2.108224633584907e-12,0.3267851448116081,1788.2734690197694,Tier 0: Core Bottleneck Transducer
HERPUD1,407,711,109,69,40,0.2423815336440087,0.794352114200592,1.942890293094024e-15,5.556666238247367e-13,9.12688159942627,8.118194580078125,143,39.50432968139648,0.231034979224205,0.8032121062278748,0.7745105624198914,0.4660451412200928,0.6918774247169495,0.24039894623549607,0.40501049751972856,0.9128864851350191,6289,509,1.0541123167921588e-12,625,624.9999109670833,1386,509.2522780179581,0.24039894623549607,1.1113332476497817e-12,1.1113332476497817e-12,2.108224633584907e-12,0.2423815336440087,1789.162094389438,Tier 0: Core Bottleneck Transducer
DOCK4,1991,623,97,65,32,0.305826983311896,0.6948065161705017,1.942890293094024e-15,1.4824252936296417e-12,20.017005920410156,19.247392654418945,472,34.80869674682617,0.5750576257705688,0.8487759828567505,0.9352679252624512,0.9999963641166688,0.999996542930603,1.5291283286240347,0.06311631690112002,0.9128864851350191,813,3939,1.6583529977471476e-12,863,862.9999049389075,1387,766.1564682407716,1.5291283286240347,2.9648505872614805e-12,2.9648505872614805e-12,3.316705995496753e-12,0.305826983311896,1789.527032486517,Tier 0: Core Bottleneck Transducer
LHFPL5,219,714,113,73,40,0.3159989945070872,0.6334576606750488,1.942890293094024e-15,1.4571677198204117e-13,11.802083969116213,8.19062328338623,22,24.614341735839844,0.479479968547821,0.6686279773712158,0.5484318137168884,0.2395675778388977,0.3064154386520386,2.011558988292792,0.02213322313171637,0.8859596150648783,374,8580,1.0541123167921588e-12,597,596.9999108806549,1388,512.3023611572996,2.011558988292792,2.9148905511533485e-13,2.9148905511533485e-13,2.108224633584907e-12,0.3159989945070872,1791.3458627523607,Tier 0: Core Bottleneck Transducer
ODAD2,1080,658,101,63,38,0.2512622790766308,0.7896896004676819,1.942890293094024e-15,1.5581980150601933e-12,12.82488250732422,12.446854591369627,853,34.868499755859375,0.3678071200847626,0.6555244326591492,0.9737082123756408,0.7441264986991882,0.957420289516449,0.32371704459584927,0.3730761327122559,0.9128864851350191,5694,564,1.726037512446033e-12,688,687.9999074366834,1389,564.2014299966744,0.32371704459584927,3.116340518971583e-12,3.116340518971583e-12,3.452013534424059e-12,0.2512622790766308,1792.0424102124368,Tier 0: Core Bottleneck Transducer
GLMN,620,698,111,73,38,0.2054479228501863,0.8203892707824707,1.942890293094024e-15,8.665290707195595e-13,13.021480560302734,11.865714073181152,401,32.42880630493164,0.4015405476093292,0.8120077848434448,0.8384206891059875,0.9805778861045836,0.5272901058197021,-0.6740974393345905,0.7498753163066796,0.9292531864094988,12131,265,1.1780689554452099e-12,330,329.9999077725962,1390,265.42151646158965,-0.6740974393345905,1.7330581414398694e-12,1.7330581414398694e-12,2.35613791089144e-12,0.2054479228501863,1792.9626320701723,Tier 0: Core Bottleneck Transducer
NTRK1,842,664,104,67,37,0.2498614963095738,0.7903456687927246,1.942890293094024e-15,9.967027203567377e-13,15.67344093322754,11.60888385772705,124,34.27931213378906,0.4572274088859558,0.8816325664520264,0.8419671654701233,0.953446924686432,0.4838171005249023,0.3056425622261742,0.3799384051304646,0.9128864851350191,5820,553,1.2682316689711873e-12,675,674.9999079309162,1391,553.2099434652478,0.3056425622261742,1.9934054407144686e-12,1.9934054407144686e-12,2.536463337943639e-12,0.2498614963095738,1794.0066889507407,Tier 0: Core Bottleneck Transducer
GCSH,176,675,105,70,35,0.2124691699003887,0.8192621469497681,1.942890293094024e-15,2.2537527399888138e-13,8.070538520812988,6.700917720794678,52,26.66590118408203,0.3026538789272308,0.6388805508613586,0.75119549036026,0.6168792247772217,0.4521552324295044,-0.5604674301579702,0.7124196753695266,0.9211201987272322,11627,277,1.0541123167921588e-12,343,342.9999129854653,1392,277.3974393082807,-0.5604674301579702,4.508060591490448e-13,4.508060591490448e-13,2.108224633584907e-12,0.2124691699003887,1794.6250304729397,Tier 0: Core Bottleneck Transducer
PROZ,438,458,104,71,33,0.3294485105230421,0.6971349120140076,1.942890293094024e-15,6.761258219964917e-13,13.611448287963867,9.532692909240724,34,23.276514053344727,0.5847717523574829,0.7431138157844543,0.8949378728866577,0.9258154630661012,0.761608362197876,1.493753312522514,0.0676200542193756,0.9128864851350191,863,3734,1.0769733799891146e-12,397,396.9999094942482,1393,332.13521782507485,1.493753312522514,1.3521961328422094e-12,1.3521961328422094e-12,2.1538583385191884e-12,0.3294485105230421,1795.1161522308244,Tier 0: Core Bottleneck Transducer
RPS16,157,713,112,72,40,0.3328489504757655,0.3684393763542175,1.942890293094024e-15,1.5543122344752072e-14,9.57948875427246,3.1931629180908203,3,26.00017547607422,0.3684393763542175,0.0158153157681226,0.5952984690666199,0.0,0.0,2.4129483367166515,0.007912031195099919,0.5328985305912192,222,14523,1.0541123167921588e-12,358,357.999923848346,1394,299.4929165281011,2.4129483367166515,3.108624468950438e-14,3.108624468950438e-14,2.108224633584907e-12,0.3328489504757655,1795.579572171615,Tier 0: Core Bottleneck Transducer
BMT2,405,701,107,69,38,0.3044302882863645,0.6776126027107239,1.942890293094024e-15,3.147482274811824e-13,21.507036209106445,11.09717082977295,138,40.27565002441406,0.5339959859848022,0.8438181281089783,0.7669162154197693,0.9999812245368958,0.4528479874134063,1.7029369293204313,0.0442899360566636,0.9128864851350191,596,5416,1.0541123167921588e-12,900,899.9999082663957,1395,802.2067841702693,1.7029369293204313,6.294409438112325e-13,6.294409438112325e-13,2.108224633584907e-12,0.3044302882863645,1796.645763638453,Tier 0: Core Bottleneck Transducer
TCN1,460,572,108,69,39,0.3126034552042809,0.6940563321113586,1.942890293094024e-15,8.101852522198798e-13,22.371925354003903,17.67845344543457,364,41.231231689453125,0.5425965785980225,0.7798728942871094,0.8374176025390625,0.627968430519104,0.7686468362808228,1.53347623322104,0.06257927909497171,0.9128864851350191,806,4005,1.143017290712761e-12,680,679.9999053537623,1396,592.1528766212172,1.53347623322104,1.620370504440416e-12,1.620370504440416e-12,2.2860345814264477e-12,0.3126034552042809,1796.6719233070905,Tier 0: Core Bottleneck Transducer
PASK,1593,634,103,68,35,0.2970954593531044,0.708303689956665,1.942890293094024e-15,2.2459811788141693e-12,22.648954391479492,18.19127655029297,278,43.47552490234375,0.5209587216377258,0.8628082871437073,0.8724003434181213,0.7869138717651367,0.7416265606880188,1.3524237153313714,0.0881199035493741,0.9128864851350191,1116,2893,2.366220098344267e-12,1178,1177.9999052107007,1397,1067.1316927169937,1.3524237153313714,4.491906846482152e-12,4.491906846482152e-12,4.7323817137452985e-12,0.2970954593531044,1796.8272037121433,Tier 0: Core Bottleneck Transducer
RNF144A,308,694,101,61,40,0.2984404691098006,0.6931858658790588,1.942890293094024e-15,2.525757381021912e-13,13.93755054473877,8.731982231140137,36,21.48351669311523,0.6487555503845215,0.8493494987487793,0.8517256379127502,0.8209515810012817,0.4950252175331116,1.5423426801824967,0.06149517130209476,0.9128864851350191,792,4077,1.0541123167921588e-12,1133,1132.9999102753989,1398,1027.1697372796807,1.5423426801824967,5.052069873556775e-13,5.052069873556775e-13,2.108224633584907e-12,0.2984404691098006,1796.9373945688815,Tier 0: Core Bottleneck Transducer
C7,873,667,108,70,38,0.3007959340662322,0.6942453980445862,1.942890293094024e-15,1.3328227410616125e-12,21.315101623535156,19.98984718322754,450,40.09211349487305,0.5316532254219055,0.862334668636322,0.9162193536758424,0.9999791979789734,0.4999999403953552,1.5300454630022162,0.06300273803169112,0.9128864851350191,811,3987,1.531798647902564e-12,1023,1022.999904764208,1399,924.163318922514,1.5300454630022162,2.6655899709737696e-12,2.6655899709737696e-12,3.063533497446157e-12,0.3007959340662322,1798.1815814872534,Tier 0: Core Bottleneck Transducer
LIPJ,387,490,44,21,23,0.3188242427269395,0.7064149379730225,1.942890293094024e-15,6.722400414103063e-13,23.43533515930176,20.403770446777344,120,34.55491256713867,0.6782056093215942,0.7727035284042358,0.9770624041557312,0.6477392315864563,0.5512334108352661,1.3813960803966712,0.08357860520208032,0.9128864851350191,1067,3038,1.0752264917663781e-12,541,540.9999046720741,1400,464.11646158962424,1.3813960803966712,1.3444245716698333e-12,1.3444245716698333e-12,2.1503641952187173e-12,0.3188242427269395,1800.429393228182,Tier 0: Core Bottleneck Transducer
MYO16,1984,572,99,65,34,0.2361590846813631,0.8137560486793518,1.942890293094024e-15,2.9959368319464972e-12,19.745256423950195,18.621625900268555,971,37.2513313293457,0.530055046081543,0.8734086155891418,0.8601494431495667,0.999975323677063,0.7390163540840149,-0.27899543651772335,0.609875836546712,0.9137186162778254,10028,324,3.0955886377785435e-12,402,401.9999050964177,1401,324.2815763219155,-0.27899543651772335,5.99187366390197e-12,5.99187366390197e-12,6.1911772755663606e-12,0.2361590846813631,1802.5182384652867,Tier 0: Core Bottleneck Transducer
FTO,512,697,103,68,35,0.273253997351649,0.7407468557357788,1.942890293094024e-15,7.110978472721599e-13,19.98411750793457,13.881192207336426,96,41.28422546386719,0.4840618073940277,0.9116623401641846,0.7653657793998718,0.8570820093154907,0.4805483818054199,0.9467954468058706,0.17187151119366678,0.9128864851350191,2259,1441,1.088400298659974e-12,1668,1667.9999067198917,1402,1441.135550382441,0.9467954468058706,1.4221956945448255e-12,1.4221956945448255e-12,2.176800597320722e-12,0.273253997351649,1804.2225472485372,Tier 0: Core Bottleneck Transducer
