gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,tier,z_track_b,p_track_b,q_track_b,p_combined
COX6B1,702,103,37.491607666015625,0.026977418,0.5284623160318924,0.298589247857878,0.7783209177998507,4084,0,2,0.0021084477,6306,4084,0.0014900641,-0.0008185892,0.046054784,Background,0.5284623160318924,0.298589247857878,0.7783209177998507,0.298589247857878
PCDHGC5,723,1018,41.65508270263672,0.02721865,0.5284484983658517,0.29859404191393657,0.7783209177998507,4085,0,1,0.0014855071,11151,4085,-0.0013525914,-0.0017526736,0.050249342,Background,0.5284484983658517,0.29859404191393657,0.7783209177998507,0.29859404191393657
SLC38A2,725,539,41.87211608886719,0.027240459,0.528425122644113,0.29860215222876096,0.7783209177998507,4086,0,1,0.0014850326,11248,4086,-0.00016732933,-0.001259282,0.048608467,Background,0.528425122644113,0.29860215222876096,0.7783209177998507,0.29860215222876096
CNOT2,718,544,41.49468994140625,0.027158577,0.5283230932641857,0.29863755296713046,0.7783209177998507,4087,0,2,0.0022273813,5112,4087,0.0020726633,-0.0007122967,0.045679666,Background,0.5283230932641857,0.29863755296713046,0.7783209177998507,0.29863755296713046
MRPL47,702,260,40.78743362426758,0.026972808,0.5282977992376147,0.29864632943265634,0.7783209177998507,4088,0,2,0.0021653373,5687,4088,0.0017454168,-0.0011480198,0.046120867,Background,0.5282977992376147,0.29864632943265634,0.7783209177998507,0.29864632943265634
MED4,707,306,38.5722541809082,0.027029172,0.5282213077644686,0.29867287098880213,0.7783209177998507,4089,0,2,0.0019719582,7744,4089,0.0009982355,-0.0010543533,0.046872012,Background,0.5282213077644686,0.29867287098880213,0.7783209177998507,0.29867287098880213
C8orf88,712,119,41.0291633605957,0.027081704,0.5280298676175751,0.29873930295494266,0.7783209177998507,4090,1,3,0.0025719155,3608,4090,0.0017577375,0.0002787247,0.044870425,Background,0.5280298676175751,0.29873930295494266,0.7783209177998507,0.29873930295494266
KCNE2,720,123,40.964359283447266,0.027158571,0.5275111314449943,0.2989193442109272,0.7783209177998507,4091,0,1,0.0014858423,11082,4091,-0.0013324615,-0.0031021088,0.0514746,Background,0.5275111314449943,0.2989193442109272,0.7783209177998507,0.2989193442109272
CD1D,458,351,40.36782455444336,0.023016967,0.5274654696186207,0.2989351947284783,0.7783209177998507,4092,1,3,0.002254223,4893,4092,0.0022794865,5.591973e-09,0.037587073,Background,0.5274654696186207,0.2989351947284783,0.7783209177998507,0.2989351947284783
CCDC185,589,860,42.99058532714844,0.025431886,0.5273817434307042,0.29896425945939475,0.7783209177998507,4093,0,2,0.002837129,2685,4093,-0.027782338,0.044671893,0.027159762,Background,0.5273817434307042,0.29896425945939475,0.7783209177998507,0.29896425945939475
NRG3,596,750,41.52037048339844,0.02553574,0.5272982328525695,0.29899325062192245,0.7783209177998507,4094,0,2,0.0028401841,2655,4094,-0.029324863,0.045963425,0.027590636,Background,0.5272982328525695,0.29899325062192245,0.7783209177998507,0.29899325062192245
LIN7C,718,197,41.276954650878906,0.027125647,0.5271456833057591,0.2990462123430616,0.7783209177998507,4095,0,2,0.0023329481,4349,4095,0.0027861078,-0.00066825,0.04486514,Background,0.5271456833057591,0.2990462123430616,0.7783209177998507,0.2990462123430616
NCS1,683,192,21.920242309570312,0.026711993,0.52713488433339,0.2990499616612461,0.7783209177998507,4096,1,3,0.002002229,7454,4096,0.00024384446,0.00048614328,0.04553654,Background,0.52713488433339,0.2990499616612461,0.7783209177998507,0.2990499616612461
APBB3,722,504,41.7854118347168,0.027163284,0.5268709738423919,0.2991415959394127,0.7783209177998507,4097,0,1,0.0014848709,11279,4097,-4.2521973e-05,-0.0009823735,0.04807308,Background,0.5268709738423919,0.2991415959394127,0.7783209177998507,0.2991415959394127
PFKFB2,718,528,41.47935485839844,0.027115664,0.5267887418051526,0.2991701509262345,0.7783209177998507,4098,0,2,0.002016666,7319,4098,0.0011426975,-0.0010185217,0.04684153,Background,0.5267887418051526,0.2991701509262345,0.7783209177998507,0.2991701509262345
PNKP,690,558,38.83511734008789,0.026785968,0.5267355893004565,0.29918860873473485,0.7783209177998507,4099,0,2,0.0016108389,10040,4099,-1.1096707e-05,0.0001887712,0.04621698,Background,0.5267355893004565,0.29918860873473485,0.7783209177998507,0.29918860873473485
LTA,714,208,41.148216247558594,0.027065104,0.5266151085555585,0.29923044894944995,0.7783209177998507,4100,0,1,0.0014851125,11229,4100,-0.0004959116,-0.0015032524,0.0488773,Background,0.5266151085555585,0.29923044894944995,0.7783209177998507,0.29923044894944995
RBBP5,708,502,41.5787239074707,0.02699274,0.5265049905983169,0.2992686927264158,0.7783209177998507,4101,1,3,0.0017617025,9358,4101,0.0001419953,0.00024049834,0.046370305,Background,0.5265049905983169,0.2992686927264158,0.7783209177998507,0.2992686927264158
RHOBTB2,684,734,41.20368957519531,0.02669922,0.5262439160598308,0.299359372323903,0.7783209177998507,4102,0,2,0.0019508797,7952,4102,0.00093645416,-0.00050829886,0.045816254,Background,0.5262439160598308,0.299359372323903,0.7783209177998507,0.299359372323903
LDB2,714,373,40.61948776245117,0.027052892,0.5261786745666086,0.2993820347421495,0.7783209177998507,4103,0,2,0.0023411568,4300,4103,0.002856107,-0.0002705817,0.044271458,Background,0.5261786745666086,0.2993820347421495,0.7783209177998507,0.2993820347421495
ARHGAP33,678,1130,41.54722595214844,0.026622403,0.5261407167039314,0.299395220220798,0.7783209177998507,4104,0,2,0.0018272082,8967,4104,0.00061168615,-0.00027105026,0.045770723,Background,0.5261407167039314,0.299395220220798,0.7783209177998507,0.299395220220798
HERPUD2,715,434,41.36066055297851,0.027061991,0.5260941676624032,0.2994113903893713,0.7783209177998507,4105,0,2,0.0017211749,9532,4105,0.0003849368,-0.00026558712,0.04675339,Background,0.5260941676624032,0.2994113903893713,0.7783209177998507,0.2994113903893713
GABRB3,639,519,39.949180603027344,0.02611379,0.5260332796712852,0.29943254220846804,0.7783209177998507,4106,0,2,0.0027194896,3307,4106,0.012602152,-0.00012078205,0.032749042,Background,0.5260332796712852,0.29943254220846804,0.7783209177998507,0.29943254220846804
IER3,707,182,41.992427825927734,0.026967546,0.5260207414202864,0.2994368979432197,0.7783209177998507,4107,0,2,0.0016171441,10010,4107,-0.00019120588,0.00019881253,0.046701558,Background,0.5260207414202864,0.2994368979432197,0.7783209177998507,0.2994368979432197
FHIP1B,718,993,41.46691131591797,0.027089689,0.5258600074088534,0.299492738795607,0.7783209177998507,4108,0,2,0.002132694,6027,4108,0.0015954096,-0.0004562264,0.04578153,Background,0.5258600074088534,0.299492738795607,0.7783209177998507,0.299492738795607
RIC8B,720,562,41.542762756347656,0.027110972,0.5258088345702825,0.29951051782150495,0.7783209177998507,4109,0,2,0.0021044454,6340,4109,0.0014721097,-0.0010407299,0.0465262,Background,0.5258088345702825,0.29951051782150495,0.7783209177998507,0.29951051782150495
TMEM100,721,135,36.16627502441406,0.027115814,0.5255770740647395,0.2995910445740402,0.7783209177998507,4110,0,1,0.0014849504,11266,4110,-0.0003690034,-0.0010002614,0.04833523,Background,0.5255770740647395,0.2995910445740402,0.7783209177998507,0.2995910445740402
AMOTL2,701,827,41.70619583129883,0.026878998,0.5253706208290313,0.2996627864060537,0.7783209177998507,4111,0,2,0.002238916,5013,4111,0.002138411,-0.0015277117,0.04594509,Background,0.5253706208290313,0.2996627864060537,0.7783209177998507,0.2996627864060537
MCCC2,685,530,41.43172836303711,0.026683833,0.5252605892594376,0.2997010251998577,0.7783209177998507,4112,0,2,0.0022326803,5070,4112,0.0021073485,-0.00063820725,0.044748615,Background,0.5252605892594376,0.2997010251998577,0.7783209177998507,0.2997010251998577
SIRT7,697,405,41.95404815673828,0.026818065,0.5248878978557839,0.2998305614444683,0.7783209177998507,4113,0,2,0.0022598503,4847,4113,0.0022703079,-0.0008180804,0.044998024,Background,0.5248878978557839,0.2998305614444683,0.7783209177998507,0.2998305614444683
AGTR1,624,364,41.02066802978515,0.025873529,0.5248572400907691,0.29984121828335364,0.7783209177998507,4114,0,2,0.0027141618,3327,4114,0.009644337,-0.05180423,0.08697416,Background,0.5248572400907691,0.29984121828335364,0.7783209177998507,0.29984121828335364
TIGD2,713,531,41.63353729248047,0.027003648,0.5248294854247381,0.2998508661340075,0.7783209177998507,4115,0,2,0.0023421324,4297,4115,0.0028604534,-0.0008613521,0.04477259,Background,0.5248294854247381,0.2998508661340075,0.7783209177998507,0.2998508661340075
KCTD16,722,430,41.596778869628906,0.027105289,0.5247963989078094,0.2998623675828126,0.7783209177998507,4116,0,1,0.0014851271,11223,4116,-0.0008678846,-0.0011114446,0.04892706,Background,0.5247963989078094,0.2998623675828126,0.7783209177998507,0.2998623675828126
SPMIP8,708,217,34.08709716796875,0.026944853,0.5247948176259128,0.2998629172689058,0.7783209177998507,4117,0,2,0.0023210556,4409,4117,0.0026906414,-0.0014033038,0.04538252,Background,0.5247948176259128,0.2998629172689058,0.7783209177998507,0.2998629172689058
JMJD6,718,403,41.30694580078125,0.02705601,0.5246558170052745,0.299911238524344,0.7783209177998507,4118,0,2,0.0017244312,9517,4118,0.00039073732,-0.0009282839,0.047399923,Background,0.5246558170052745,0.299911238524344,0.7783209177998507,0.299911238524344
KLHL9,719,618,41.989803314208984,0.027065003,0.5245707201836419,0.299940822759165,0.7783209177998507,4119,0,2,0.0022526248,4903,4119,0.0022258712,-0.0002489657,0.04490105,Background,0.5245707201836419,0.299940822759165,0.7783209177998507,0.299940822759165
TYW3,719,295,41.1273193359375,0.027060064,0.5243941059099578,0.30000222760011613,0.7783209177998507,4120,0,2,0.0018773776,8600,4120,0.00072899717,-0.0038702725,0.05001068,Background,0.5243941059099578,0.30000222760011613,0.7783209177998507,0.30000222760011613
MMD,703,241,40.75587463378906,0.02686915,0.5241787028021384,0.30007712615086934,0.7783209177998507,4121,0,2,0.0019756635,7705,4121,0.0010112661,-0.0004695081,0.04599697,Background,0.5241787028021384,0.30007712615086934,0.7783209177998507,0.30007712615086934
OR10X1,169,330,41.516822814941406,0.009691212,0.5241675573005584,0.30008100182145586,0.7783209177998507,4122,0,1,0.0014774458,14065,4122,-1.4011365e-09,0.031753175,-0.014967505,Background,0.5241675573005584,0.30008100182145586,0.7783209177998507,0.30008100182145586
PACRGL,711,258,41.943214416503906,0.026951088,0.5237754599638542,0.30021736182975134,0.7783209177998507,4123,1,3,0.0032977043,1319,4123,0.002634665,0.00063377625,0.04341221,Background,0.5237754599638542,0.30021736182975134,0.7783209177998507,0.30021736182975134
IFI27L2,283,139,38.55531311035156,0.017332494,0.5236223433152428,0.3002706189354708,0.7783209177998507,4124,0,2,0.0028667927,2279,4124,0.04032898,-0.054212738,0.04390452,Background,0.5236223433152428,0.3002706189354708,0.7783209177998507,0.3002706189354708
NUTM1,226,1197,43.18425369262695,0.01422908,0.5235233636752837,0.3003050483534261,0.7783209177998507,4125,1,3,0.0014713164,15248,4125,0.024645483,1.8583592e-09,9.313226e-10,Background,0.5235233636752837,0.3003050483534261,0.7783209177998507,0.3003050483534261
BLK,695,511,42.3646354675293,0.026754359,0.5234669741066242,0.3003246638924471,0.7783209177998507,4126,0,2,0.0028715658,2170,4126,0.06119651,-0.048762757,0.033906154,Background,0.5234669741066242,0.3003246638924471,0.7783209177998507,0.3003246638924471
CATSPER3,681,414,40.13923645019531,0.026584348,0.5234662699707526,0.30032490883510937,0.7783209177998507,4127,1,3,0.00665013,555,4127,0.015063304,0.001811193,0.029170945,Background,0.5234662699707526,0.30032490883510937,0.7783209177998507,0.30032490883510937
POU6F2,624,797,41.83107376098633,0.025830233,0.5233278831189817,0.30037305022257277,0.7783209177998507,4128,0,2,0.002840205,2654,4128,-0.03148409,0.049917497,0.026305867,Background,0.5233278831189817,0.30037305022257277,0.7783209177998507,0.30037305022257277
ASB3,690,521,42.238807678222656,0.026683262,0.5230757043858387,0.30046078597652015,0.7783209177998507,4129,0,2,0.0018779272,8598,4129,0.0007354608,-0.0004888714,0.045970175,Background,0.5230757043858387,0.30046078597652015,0.7783209177998507,0.30046078597652015
MSGN1,720,238,37.28520965576172,0.02703435,0.5230685797091684,0.30046326489800246,0.7783209177998507,4130,1,3,0.0024030206,4030,4130,0.0012413071,0.00028096163,0.0453026,Background,0.5230685797091684,0.30046326489800246,0.7783209177998507,0.30046326489800246
EMC6,701,110,25.499317169189453,0.02681244,0.5229956568584342,0.30048863781160184,0.7783209177998507,4131,0,2,0.0021150599,6220,4131,0.0015199583,-0.0004451333,0.04536568,Background,0.5229956568584342,0.30048863781160184,0.7783209177998507,0.30048863781160184
ABT1,701,298,35.57068634033203,0.026809298,0.5228835420593774,0.3005276491328338,0.7783209177998507,4132,0,2,0.0022785796,4694,4132,0.0023961926,-8.232303e-05,0.0441212,Background,0.5228835420593774,0.3005276491328338,0.7783209177998507,0.3005276491328338
E2F8,712,960,42.40774917602539,0.026930718,0.522635186986902,0.30061407458817124,0.7783209177998507,4133,0,2,0.0020998665,6399,4133,0.0014490106,-0.0029819843,0.04817834,Background,0.522635186986902,0.30061407458817124,0.7783209177998507,0.30061407458817124
TRIM45,708,604,44.902931213378906,0.026880966,0.5225132418185333,0.3006565145776429,0.7783209177998507,4134,0,2,0.001615248,10020,4134,0.00019534258,-0.0008991525,0.047263008,Background,0.5225132418185333,0.3006565145776429,0.7783209177998507,0.3006565145776429
NFKBID,706,517,42.6660041809082,0.026857246,0.5224988546563197,0.30066152185075323,0.7783209177998507,4135,0,2,0.0016241053,9982,4135,0.00021030428,-0.0004649245,0.04677273,Background,0.5224988546563197,0.30066152185075323,0.7783209177998507,0.30066152185075323
ABHD17A,682,315,33.307830810546875,0.026567625,0.5224325262240126,0.3006846071245515,0.7783209177998507,4136,0,2,0.0019100285,8322,4136,0.0008203788,-0.0007059698,0.045902073,Background,0.5224325262240126,0.3006846071245515,0.7783209177998507,0.3006846071245515
RABGGTB,719,332,41.9393424987793,0.027003942,0.5223872328045316,0.30070037172868547,0.7783209177998507,4137,0,2,0.0022101009,5293,4137,0.001976213,-0.00091829745,0.04571428,Background,0.5223872328045316,0.30070037172868547,0.7783209177998507,0.30070037172868547
TOMM34,717,312,42.13983154296875,0.026980557,0.5223657498068448,0.30070784912529436,0.7783209177998507,4138,1,3,0.0022380273,5023,4138,0.0017933231,4.0927094e-05,0.044897445,Background,0.5223657498068448,0.30070784912529436,0.7783209177998507,0.30070784912529436
BSND,695,355,41.04183197021485,0.02672298,0.522348107496449,0.3007139897906669,0.7783209177998507,4139,0,2,0.0027538175,3147,4139,0.015975703,-0.0014887246,0.03179858,Background,0.522348107496449,0.3007139897906669,0.7783209177998507,0.3007139897906669
SPMAP2,610,436,41.486717224121094,0.025598295,0.5222081172478297,0.300762717459649,0.7783209177998507,4140,0,2,0.0027087294,3346,4140,0.011833612,-0.00026838714,0.03277232,Background,0.5222081172478297,0.300762717459649,0.7783209177998507,0.300762717459649
RRP8,705,494,41.92344665527344,0.026834754,0.5221134306066801,0.30079567791284756,0.7783209177998507,4141,0,2,0.002348426,4263,4141,0.0029172366,-0.000545379,0.044107303,Background,0.5221134306066801,0.30079567791284756,0.7783209177998507,0.30079567791284756
GORASP2,724,492,41.573829650878906,0.027048398,0.5219546317952306,0.3008509594930996,0.7783209177998507,4142,0,2,0.001872668,8630,4142,0.0007211269,-0.00054125744,0.04666934,Background,0.5219546317952306,0.3008509594930996,0.7783209177998507,0.3008509594930996
EIF3M,708,374,41.771461486816406,0.0268649,0.5219394819468637,0.3008562337490893,0.7783209177998507,4143,0,2,0.0018633399,8696,4143,0.00069804373,-0.0005615474,0.046394885,Background,0.5219394819468637,0.3008562337490893,0.7783209177998507,0.3008562337490893
GJB5,714,274,39.11986541748047,0.026934046,0.5219313413000897,0.30085906784451655,0.7783209177998507,4144,0,2,0.002155027,5790,4144,0.0016987112,-0.00045797357,0.045410402,Background,0.5219313413000897,0.30085906784451655,0.7783209177998507,0.30085906784451655
GPR12,705,345,42.11069107055664,0.026821466,0.5216390510647341,0.3009608341268084,0.7783209177998507,4145,0,2,0.0019206913,8220,4145,0.0008500782,-7.906055e-05,0.04568512,Background,0.5216390510647341,0.3009608341268084,0.7783209177998507,0.3009608341268084
DCUN1D3,718,305,41.969390869140625,0.026969973,0.5215795697962509,0.30098154553725914,0.7783209177998507,4146,0,2,0.0020327477,7151,4146,0.0011995106,-0.000681828,0.046195686,Background,0.5215795697962509,0.30098154553725914,0.7783209177998507,0.30098154553725914
P3R3URF,712,145,39.15058135986328,0.026895775,0.5213866849716318,0.30104871255950794,0.7783209177998507,4147,0,2,0.0023999226,4043,4147,0.0033831282,-0.0014752378,0.044676952,Background,0.5213866849716318,0.30104871255950794,0.7783209177998507,0.30104871255950794
CCT6B,606,535,43.36552047729492,0.025516365,0.521382005619791,0.30105034210356135,0.7783209177998507,4148,0,2,0.0028349448,2700,4148,-0.02841442,0.046801955,0.025808105,Background,0.521382005619791,0.30105034210356135,0.7783209177998507,0.30105034210356135
TRMO,711,460,41.495887756347656,0.026883528,0.5213618494339444,0.3010573613674583,0.7783209177998507,4149,1,3,0.0033852337,1283,4149,0.0009226403,0.0019092762,0.04373172,Background,0.5213618494339444,0.3010573613674583,0.7783209177998507,0.3010573613674583
PEX2,718,318,41.84013366699219,0.0269593,0.5211979573915655,0.3011144384700031,0.7783209177998507,4150,0,2,0.0017416622,9446,4150,-0.00018582091,0.00042567938,0.046455026,Background,0.5211979573915655,0.3011144384700031,0.7783209177998507,0.3011144384700031
PHF10,714,453,41.99175262451172,0.02691306,0.5211813409977558,0.30112022557362544,0.7783209177998507,4151,0,2,0.0023357659,4329,4151,0.0028132095,-0.0003879827,0.044189565,Background,0.5211813409977558,0.30112022557362544,0.7783209177998507,0.30112022557362544
