gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,tier,z_track_b,p_track_b,q_track_b,p_combined
SMARCA4,643,1634,40.79433822631836,0.0005481587,0.1824874400301489,0.42760010513477087,0.6868932456375141,1960,0,4,0.0012269518596611,1558,1960,-0.0002009281743085,0.0008258111774921,0.0003105048090219,1.955777406692505e-05,0.000670610636007,-0.0001913458108901,Background,0.1824874400301489,0.42760010513477087,0.6868932456375141,0.42760010513477087
C5orf34,701,655,43.785831451416016,0.0005421583,0.18244439464951367,0.42761699425234556,0.6868932456375141,1961,0,2,0.0011548549213477,3454,1961,-0.0003454610705375,-1.1253494449192658e-05,0.0002157744020223,-7.705949246883392e-05,-0.0001349107769783,0.0016814196715131,Background,0.18244439464951367,0.42761699425234556,0.6868932456375141,0.42761699425234556
PNMA8B,336,714,42.22686004638672,0.0006003155,0.18242337781677576,0.4276252403830182,0.6868932456375141,1962,0,2,0.0011220935928285,4206,1962,0.000819906592369,0.0,0.0002536531537771,0.0,0.0,0.0,Background,0.18242337781677576,0.4276252403830182,0.6868932456375141,0.4276252403830182
IDE,681,1025,41.6090087890625,0.0005418987,0.18201023467935087,0.4277873469743936,0.6868932456375141,1963,0,2,0.0011531375347743,3500,1963,-0.0004300745204091,-8.986517786979675e-05,0.0001724679023027,-4.7128647565841675e-05,-0.0001091733574867,0.0018547476502135,Background,0.18201023467935087,0.4277873469743936,0.6868932456375141,0.4277873469743936
GSC2,622,240,28.932357788085938,0.00054784,0.18196537915933672,0.42780494784459266,0.6868932456375141,1964,0,2,0.0012383917311683,1449,1964,-0.0003164634108543,-0.0016320827417075,0.0003458056598901,0.0088092824444174,-3.984189788752701e-06,-0.008861681446433,Background,0.18196537915933672,0.42780494784459266,0.6868932456375141,0.42780494784459266
RFTN1,661,641,41.00920867919922,0.000543055,0.1818420351101345,0.42785334759154575,0.6868932456375141,1965,0,2,0.0011681072862027,3107,1965,-0.0001757936552166,-0.0001247717882506,0.0003074193373322,-6.934627890586853e-05,-0.0002580086584202,0.0016907112440094,Background,0.1818420351101345,0.42785334759154575,0.6868932456375141,0.42785334759154575
NRP1,688,992,41.72723388671875,0.0005397586,0.18171789325608861,0.42790206149028753,0.6868932456375141,1966,0,2,0.0011709230500654,3012,1966,-0.0004182653501629,-0.0003408752381801,0.0003105625510215,-2.843327820301056e-05,-0.0002085231244564,0.0017690751701593,Background,0.18171789325608861,0.42790206149028753,0.6868932456375141,0.42790206149028753
ADGRE5,496,882,41.836273193359375,0.0005631303,0.18168773315079648,0.4279138966358812,0.6868932456375141,1967,0,2,0.0013189056194561,993,1967,-0.0014963690191507,-9.664148092269896e-05,0.0057800076901912,-0.0001359861344099,-0.0001252451911568,0.0014892108738422,Background,0.18168773315079648,0.4279138966358812,0.6868932456375141,0.4279138966358812
PACS2,599,937,41.569671630859375,0.00054905214,0.18167843391806837,0.42791754576663565,0.6868932456375141,1968,0,2,0.0011699095949392,3039,1968,-0.0004522996023297,-9.513644181424752e-05,0.0002813432365655,-9.898282587528227e-05,-0.000136649236083,0.0018721568631008,Background,0.18167843391806837,0.42791754576663565,0.6868932456375141,0.42791754576663565
TAB1,699,526,41.986934661865234,0.0005381418,0.18160361031449604,0.4279469076728471,0.6868932456375141,1969,0,2,0.0011717051845312,2991,1969,-0.0005534337833523,-7.675960659980774e-05,0.0003063334152102,-6.524473428726196e-05,-0.0001148339360952,0.0018149928655475,Background,0.18160361031449604,0.4279469076728471,0.6868932456375141,0.4279469076728471
CGB8,602,188,38.19652557373047,0.00054717535,0.18137384112026503,0.42803707504984967,0.6868932456375141,1970,0,2,0.0013032037127275,1043,1970,-0.0008007353171706,-0.0002920691622421,0.0069629261270165,-0.0001004710793495,0.0010900542838498,-0.000467013567686,Background,0.18137384112026503,0.42803707504984967,0.6868932456375141,0.42803707504984967
C6orf141,642,201,39.39976501464844,0.0005417222,0.18117882643129837,0.4281136068080401,0.6868932456375141,1971,0,2,0.001144492252446,3701,1971,0.0,0.0,0.0001801773905754,-0.0001636128872632,0.0015305615961551,-0.0002005510032176,Background,0.18117882643129837,0.4281136068080401,0.6868932456375141,0.4281136068080401
GOLT1B,715,147,30.219432830810547,0.0005338532,0.18104134571949893,0.42816756150039087,0.6868932456375141,1972,0,4,0.0012293329978267,1538,1972,-0.0003152033314108,0.0004204735159873,0.0008187629282474,-7.593445479869843e-05,0.0002453885972499,0.0002137124538421,Background,0.18104134571949893,0.42816756150039087,0.6868932456375141,0.42816756150039087
DNAAF4,664,516,41.772735595703125,0.0005379972,0.18089154261046655,0.4282263536810666,0.6868932456375141,1973,0,4,0.0012269024769948,1559,1973,-0.0005024159327149,0.0009488426148891,0.0001908298581838,6.496161222457886e-05,0.0006708782166242,-7.289275527000427e-05,Background,0.18089154261046655,0.4282263536810666,0.6868932456375141,0.4282263536810666
SPRED1,702,444,41.46685791015625,0.00053422526,0.18087646871740573,0.4282322697149139,0.6868932456375141,1974,0,3,0.0011721022721037,2973,1974,3.666402335511521e-06,-0.0001372937113046,0.0003454107791185,-7.486715912818909e-05,-0.0003271037712693,0.0016357905697077,Background,0.18087646871740573,0.4282322697149139,0.6868932456375141,0.4282322697149139
ARMCX3,605,386,41.81703567504883,0.00054431544,0.18087209731504655,0.42823398535729595,0.6868932456375141,1975,0,2,0.0011617617354969,3276,1975,-0.0001686522737145,-0.0001957453787326,0.0002572648227214,-2.2251158952713013e-05,-0.0001551425084471,0.0017086119623854,Background,0.18087209731504655,0.42823398535729595,0.6868932456375141,0.42823398535729595
NUP42,693,456,41.61566925048828,0.000534877,0.18083722532305607,0.4282476716013908,0.6868932456375141,1976,0,2,0.0011643165243772,3210,1976,-0.0002599107101559,-0.0001247357577085,0.0002716938033699,-0.0001227781176567,-0.0003785250592045,0.0017256493447348,Background,0.18083722532305607,0.4282476716013908,0.6868932456375141,0.4282476716013908
EHHADH,640,735,45.654685974121094,0.000539858,0.18076320946976915,0.4282767209602016,0.6868932456375141,1977,0,3,0.0012161096960779,1689,1977,-1.952052116394043e-06,0.000713275745511,0.0002939030528068,-0.0001373719424009,0.0007324032485485,-0.0001468025147914,Background,0.18076320946976915,0.4282767209602016,0.6868932456375141,0.4282767209602016
EPB41L3,691,791,42.52394104003906,0.000534461,0.18071588909447825,0.4282952932197323,0.6868932456375141,1978,0,3,0.0011552707248942,3447,1978,-5.702021371689625e-05,6.097458390286192e-05,0.0002461355179548,-9.763799607753754e-05,-1.1837419151561337e-06,0.0012292703613638,Background,0.18071588909447825,0.4282952932197323,0.6868932456375141,0.4282952932197323
OSBPL1A,600,957,41.55198287963867,0.00054408837,0.1807093272816529,0.42829786860683383,0.6868932456375141,1979,0,3,0.0012003176540217,1902,1979,-0.0003746775910258,-0.0002039838582277,0.0004204902797937,8.645467460155487e-05,-0.0002474682405591,0.0016718711704015,Background,0.1807093272816529,0.42829786860683383,0.6868932456375141,0.42829786860683383
CDCA2,678,698,41.87321853637695,0.0005353101,0.1806337245105715,0.428327541481081,0.6868932456375141,1980,0,1,0.0011697387457927,3049,1980,-0.0003782548010349,-0.0001005940139293,0.0067309336736798,-9.602494537830351e-05,-7.71842896938324e-05,-0.0002212766557931,Background,0.1806337245105715,0.428327541481081,0.6868932456375141,0.428327541481081
ARMCX1,570,470,41.88902282714844,0.00054729567,0.18061452544454684,0.4283350768708822,0.6868932456375141,1981,0,3,0.0011950394910335,1985,1981,-0.0004762690514326,-0.0001564901322126,0.0003850515931844,7.127784192562103e-05,-0.0002144891768693,0.0017375122988596,Background,0.18061452544454684,0.4283350768708822,0.6868932456375141,0.4283350768708822
ATP11B,674,1179,41.51477813720703,0.0005355405,0.1806008078660497,0.4283404608623871,0.6868932456375141,1982,0,2,0.0011687466601679,3082,1982,-0.0002271179109811,-2.3748718376737088e-05,0.0003925561904907,-5.757063627243042e-05,-0.0001111570600187,0.0014061561087146,Background,0.1806008078660497,0.4283404608623871,0.6868932456375141,0.4283404608623871
CCDC110,671,864,42.979488372802734,0.00053580006,0.18059300939555428,0.4283435216781488,0.6868932456375141,1983,0,1,0.001168658743056,3085,1983,-0.0003961333422921,-0.000156532973051,0.0064576379954814,-1.3731420040130615e-05,-0.0001776702702045,-0.0001326482743024,Background,0.18059300939555428,0.4283435216781488,0.6868932456375141,0.4283435216781488
ADAMTS15,700,998,41.772857666015625,0.00053288246,0.1805705045629029,0.4283523546069921,0.6868932456375141,1984,0,2,0.0011514055891253,3536,1984,-0.0002201423048973,-7.01751559972763e-05,0.0001906165853142,-4.134327173233032e-05,-0.000174306333065,0.0016945376992225,Background,0.1805705045629029,0.4283523546069921,0.6868932456375141,0.4283523546069921
PIP5K1A,679,558,41.703495025634766,0.0005344068,0.18047270451993783,0.4283907405934852,0.6868932456375141,1985,0,3,0.0011693635625416,3064,1985,-0.0003083730698563,0.0001689682248979,0.0001432849094271,-8.713454008102417e-06,-0.0002462956472299,0.0014945846050977,Background,0.18047270451993783,0.4283907405934852,0.6868932456375141,0.4283907405934852
CDK5,724,292,24.282527923583984,0.0005297336,0.18037929828543264,0.4284274026665436,0.6868932456375141,1986,0,5,0.0012330442498263,1495,1986,-0.0004478087648749,0.0002011898905038,0.0007449202239513,1.4411285519599916e-05,0.0002208976075053,0.0005254540592432,Background,0.18037929828543264,0.4284274026665436,0.6868932456375141,0.4284274026665436
ASAP1,602,1152,41.74106216430664,0.0005418074,0.18030025112026501,0.42845842926809663,0.6868932456375141,1987,0,3,0.0011643678250087,3206,1987,-0.0004987334832549,-0.0002426415594527,0.0001290142536163,8.424744009971619e-05,-0.0002499762922525,0.0018986875656992,Background,0.18030025112026501,0.42845842926809663,0.6868932456375141,0.42845842926809663
AXIN2,653,912,41.960479736328125,0.0005358696,0.18024005599876192,0.4284820565985819,0.6868932456375141,1988,0,3,0.0011766125195384,2775,1988,-0.0003760838881134,-8.074193465290591e-05,0.0002742502838373,0.0013942662626504,-0.0001306682825088,0.0001148954033851,Background,0.18024005599876192,0.4284820565985819,0.6868932456375141,0.4284820565985819
ASXL2,659,1496,43.15309143066406,0.0005347947,0.18014903198048215,0.42851778513962774,0.6868932456375141,1989,0,2,0.0011542601190028,3474,1989,-0.0004829037352465,-0.0001013148576021,0.0001980019733309,-1.2570992112159727e-05,-0.0001477841287851,0.0017516985535621,Background,0.18014903198048215,0.42851778513962774,0.6868932456375141,0.42851778513962774
SLC39A2,580,319,41.373329162597656,0.0005433611,0.18007937048762168,0.4285451289064626,0.6868932456375141,1990,0,2,0.0011539609433788,3481,1990,-0.000550802797079,-0.0001608524471521,0.0001544281840324,0.0,-0.0003200806677341,0.0020007230341434,Background,0.18007937048762168,0.4285451289064626,0.6868932456375141,0.4285451289064626
EP300,644,2522,41.71932220458984,0.00053483015,0.17984299396623238,0.42863791478101065,0.6868932456375141,1991,0,3,0.0012360710464101,1469,1991,-0.0005673468112945,0.0003970265388488,0.0003315368667244,-3.668665885925293e-05,-0.0005167163908481,0.0015821643173694,Background,0.17984299396623238,0.42863791478101065,0.6868932456375141,0.42863791478101065
SLC2A12,708,675,41.777976989746094,0.00052802917,0.17974851065478087,0.42867500381813584,0.6868932456375141,1992,0,2,0.0011611786763208,3297,1992,-0.0003467230126261,-3.0528753995895386e-05,0.0002727061510086,-5.212053656578064e-05,-0.000132898800075,0.0016216710209846,Background,0.17974851065478087,0.42867500381813584,0.6868932456375141,0.42867500381813584
PARD3,643,1306,42.09584045410156,0.000534356,0.17972690003014893,0.42868348706889237,0.6868932456375141,1993,0,2,0.0011554059440804,3445,1993,-0.0004066266992595,-7.1534923336002976e-06,0.0002230461686849,-9.670853614807128e-05,-0.0001388490200042,0.0016641842667013,Background,0.17972690003014893,0.42868348706889237,0.6868932456375141,0.42868348706889237
ABCA7,503,2300,41.17811965942383,0.000551558,0.17959093105823296,0.4287368624448439,0.6868932456375141,1994,0,3,0.0012001624771417,1903,1994,-8.708873792784289e-05,-0.0006466899067163,0.0003426894545555,-0.0001325067132711,0.0012391037307679,0.00023771263659,Background,0.17959093105823296,0.4287368624448439,0.6868932456375141,0.4287368624448439
ATP5PB,709,279,43.427791595458984,0.00052678183,0.17951744853851956,0.4287657089591376,0.6868932456375141,1995,0,3,0.0011778714656299,2677,1995,-0.0004856325685977,-4.443339639692567e-05,0.0003470759838819,3.4341588616371155e-05,-0.0001633996143937,0.0015988390659913,Background,0.17951744853851956,0.4287657089591376,0.6868932456375141,0.4287657089591376
GLB1L3,534,493,41.6362190246582,0.0005459846,0.1793881517456312,0.4288164670125979,0.6868932456375141,1996,0,3,0.0015234364393795,344,1996,0.0005171190132386,-0.0031073410063982,0.0080787083134055,-1.8388032913208008e-05,0.0049111302942037,-0.0002102069556713,Background,0.1793881517456312,0.4288164670125979,0.6868932456375141,0.4288164670125979
SERPINI2,712,422,42.49998474121094,0.00052579155,0.17937437734011416,0.428821874501601,0.6868932456375141,1997,0,3,0.001170390799815,3025,1997,-0.0001794099807739,0.0001108013093471,0.0001822356134653,-0.0002900063991546,-0.0001027528196573,0.0016289036720991,Background,0.17937437734011416,0.428821874501601,0.6868932456375141,0.428821874501601
SLC31A2,716,166,41.945068359375,0.0005252344,0.17933572215754018,0.4288370496361853,0.6868932456375141,1998,0,4,0.0011533958999165,3491,1998,-0.00028991792351,1.2880191206932068e-05,0.0001808479428291,-0.0001861024647951,2.1502375602722168e-05,0.0015710443258285,Background,0.17933572215754018,0.4288370496361853,0.6868932456375141,0.4288370496361853
CATSPERG,636,1183,40.503414154052734,0.0005325654,0.1792185310030194,0.42888305682777184,0.6868932456375141,1999,0,3,0.0011951231921591,1984,1999,-0.0005815159529447,-6.800703704357147e-05,0.0002505658194422,-0.000121384859085,0.0002157036215066,0.001511326059699,Background,0.1792185310030194,0.42888305682777184,0.6868932456375141,0.42888305682777184
FIGNL1,692,685,42.74934768676758,0.00052686146,0.17921506987508048,0.4288844156205818,0.6868932456375141,2000,0,3,0.0011638119414531,3223,2000,-0.0003066258504986,1.4133751392364502e-05,0.000292862765491,-3.981776535511017e-05,-0.0001598428934812,0.0015256889164447,Background,0.17921506987508048,0.4288844156205818,0.6868932456375141,0.4288844156205818
PHC3,693,1015,41.55584716796875,0.00052532105,0.1789260353230561,0.42899788971526187,0.6868932456375141,2001,0,2,0.0011624600294625,3258,2001,-0.0003823619335889,-0.0001013010987662,0.00026963558048,-6.08246773481369e-05,-0.0001266051258426,0.0016749396454542,Background,0.1789260353230561,0.42899788971526187,0.6868932456375141,0.42899788971526187
PRRG1,608,220,39.01349639892578,0.00053396734,0.17887219501137921,0.4290190279081608,0.6868932456375141,2002,0,2,0.0011611694905026,3298,2002,-6.138533353805542e-05,-0.0002581402659416,0.000182744115591,-8.273124694824219e-05,-0.0004432527348399,0.0021083615720272,Background,0.17887219501137921,0.4290190279081608,0.6868932456375141,0.4290190279081608
PCDH19,680,996,42.17615509033203,0.0005257319,0.17875732118981064,0.4290641290890359,0.6868932456375141,2003,0,2,0.0011557252544738,3436,2003,-0.0003531128168106,-2.2016465663909912e-05,0.0002610003575682,-1.7352402210235596e-05,-6.0568563640117645e-05,0.0015092585235834,Background,0.17875732118981064,0.4290641290890359,0.6868932456375141,0.4290641290890359
PDZD7,689,1123,41.84107208251953,0.00052291824,0.1783690349358268,0.4292165829336607,0.6868932456375141,2004,0,3,0.0011795353914301,2511,2004,-0.0004827491939067,-0.0002156249829567,0.0002908771857619,9.918771684169768e-05,-9.742750989971682e-05,0.0014855907065793,Background,0.1783690349358268,0.4292165829336607,0.6868932456375141,0.4292165829336607
DXO,708,413,41.7254638671875,0.00052078435,0.17829954665478084,0.42924386741324894,0.6868932456375141,2005,0,1,0.0011262504539377,4122,2005,-0.0003062644973397,-0.0002067107707262,0.0020542573183774,-5.910731852054596e-05,-4.1211023926734924e-06,-0.0001569483429193,Background,0.17829954665478084,0.42924386741324894,0.6868932456375141,0.42924386741324894
OLIG1,672,302,33.417755126953125,0.0005241687,0.17828668530766803,0.4292489174408795,0.6868932456375141,2006,0,3,0.0012615267278852,1261,2006,-0.0003402484580874,0.0008134189993143,0.0002864366397261,-0.0003471653908491,-0.0001420192420482,0.0013399682939052,Background,0.17828668530766803,0.4292489174408795,0.6868932456375141,0.4292489174408795
PTPRM,631,1455,41.645652770996094,0.00052584294,0.17776519096034626,0.4294536927394849,0.6868932456375141,2007,0,4,0.0011569968716981,3399,2007,-0.000270956865279,3.2123516575666144e-05,0.0002280669286847,8.944422006607056e-06,-0.0001875345042208,0.0014298950554803,Background,0.17776519096034626,0.4294536927394849,0.6868932456375141,0.4294536927394849
TANC2,627,2259,43.384300231933594,0.00052582467,0.1776735226908859,0.4294896901021125,0.6868932456375141,2008,0,2,0.0011662454755872,3158,2008,-0.0004700601566582,-0.0001503875682828,0.0002858247607946,-2.606213092803955e-05,-0.0001964396215043,0.0017247693613171,Background,0.1776735226908859,0.4294896901021125,0.6868932456375141,0.4294896901021125
