gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,tier,z_track_b,p_track_b,q_track_b,p_combined
DTWD1,715,311,41.359649658203125,0.00010013764,-0.1785961032489404,0.5708725727737004,0.7010908567228249,4398,0,1,0.0012005278,4447,4398,-0.0003600344,0.00050165015,Background,-0.1785961032489404,0.5708725727737004,0.7010908567228249,0.5708725727737004
NRL,721,250,39.310794830322266,9.5769996e-05,-0.17860577959516952,0.5708763719971597,0.7010908567228249,4399,0,1,0.001074049,5978,4399,0.00015994161,-2.4504494e-05,Background,-0.17860577959516952,0.5708763719971597,0.7010908567228249,0.5708763719971597
SMIM29,719,102,41.140419006347656,9.7093e-05,-0.17861163872494676,0.5708786724638741,0.7010908567228249,4400,0,1,0.0010684127,6113,4400,0.0001468733,-9.56282e-06,Background,-0.17861163872494676,0.5708786724638741,0.7010908567228249,0.5708786724638741
FAM163B,682,202,31.94491195678711,0.0001239808,-0.17862619212842437,0.5708843865477948,0.7010908567228249,4401,0,1,0.0011685466,4687,4401,-0.00023009069,0.00040542637,Background,-0.17862619212842437,0.5708843865477948,0.7010908567228249,0.5708843865477948
RFC3,686,356,41.80699157714844,0.00012091495,-0.17862844177145823,0.5708852698208943,0.7010908567228249,4402,0,1,0.0011802879,4582,4402,-0.000268884,0.00043988088,Background,-0.17862844177145823,0.5708852698208943,0.7010908567228249,0.5708852698208943
SLC2A5,670,513,40.627685546875,0.00013238157,-0.17868702815011375,0.570908272355197,0.7010908567228249,4403,1,2,0.0010930564,5605,4403,0.00011816248,6.905291e-05,Background,-0.17868702815011375,0.570908272355197,0.7010908567228249,0.570908272355197
FAM81A,689,383,41.427833557128906,0.00011723564,-0.1787291654955969,0.570924816422863,0.7010908567228249,4404,1,2,0.0010828954,5795,4404,8.133426e-05,8.4460946e-05,Background,-0.1787291654955969,0.570924816422863,0.7010908567228249,0.570924816422863
OCIAD2,717,164,40.78668594360352,9.619328e-05,-0.1787768906058467,0.5709435542219247,0.7010908567228249,4405,0,1,0.0012042089,4420,4405,0.00051322207,-0.0003771861,Background,-0.1787768906058467,0.5709435542219247,0.7010908567228249,0.5709435542219247
COMT,667,297,31.246105194091797,0.0001333186,-0.17878672255434533,0.5709474144147375,0.7010908567228249,4406,0,1,0.0011041468,5427,4406,0.0002325084,-4.3966807e-05,Background,-0.17878672255434533,0.5709474144147375,0.7010908567228249,0.5709474144147375
SHARPIN,684,399,41.78879928588867,0.00011988834,-0.1788081836780538,0.5709558403990429,0.7010908567228249,4407,0,1,0.0012569842,4155,4407,-0.0005221851,0.00069173286,Background,-0.1788081836780538,0.5709558403990429,0.7010908567228249,0.5709558403990429
CHL1,651,1241,41.369327545166016,0.00014561182,-0.1788236807532588,0.5709619247813323,0.7010908567228249,4408,1,2,0.001101936,5458,4408,6.9308095e-05,0.00013661757,Background,-0.1788236807532588,0.5709619247813323,0.7010908567228249,0.5709619247813323
GRIA3,647,896,40.88883972167969,0.00014813128,-0.17887671292287885,0.5709827458725459,0.7010908567228249,4409,0,1,0.0012174583,4349,4409,0.0005557742,-0.00034628436,Background,-0.17887671292287885,0.5709827458725459,0.7010908567228249,0.5709827458725459
GPX6,646,231,41.46087646484375,0.00014865631,-0.17889759868424152,0.5709909458287379,0.7010908567228249,4410,1,2,0.0011016825,5466,4410,4.351698e-05,0.00016671512,Background,-0.17889759868424152,0.5709909458287379,0.7010908567228249,0.5709909458287379
RHOJ,718,217,37.708518981933594,9.3400595e-05,-0.17892623445324363,0.5710021884646713,0.7010908567228249,4411,0,1,0.0012708913,4094,4411,-0.0006109886,0.00074307487,Background,-0.17892623445324363,0.5710021884646713,0.7010908567228249,0.5710021884646713
AP3B1,638,1128,41.71704864501953,0.00015490223,-0.17892656542911625,0.5710023184081555,0.7010908567228249,4412,0,1,0.0011205361,5182,4412,0.00027411245,-5.504815e-05,Background,-0.17892656542911625,0.5710023184081555,0.7010908567228249,0.5710023184081555
PNPO,667,280,40.20439529418945,0.00013108714,-0.17894369456253822,0.5710090434173933,0.7010908567228249,4413,0,1,0.0011122747,5288,4413,-6.756373e-05,0.00025294907,Background,-0.17894369456253822,0.5710090434173933,0.7010908567228249,0.5710090434173933
KDM4C,637,1140,42.19221496582031,0.00015539327,-0.17895094841274647,0.5710118913199718,0.7010908567228249,4414,0,1,0.0011333792,5016,4414,-8.805515e-05,0.00030781422,Background,-0.17895094841274647,0.5710118913199718,0.7010908567228249,0.5710118913199718
SOAT2,678,563,40.446495056152344,0.0001224369,-0.17895134662190113,0.5710120476590289,0.7010908567228249,4415,0,1,0.0011161321,5237,4415,-8.962862e-05,0.0002627815,Background,-0.17895134662190113,0.5710120476590289,0.7010908567228249,0.5710120476590289
CRCP,666,151,37.120967864990234,0.00013173954,-0.17895316044472287,0.5710127597754889,0.7010908567228249,4416,0,1,0.0011299703,5057,4416,0.000298772,-0.00011246279,Background,-0.17895316044472287,0.5710127597754889,0.7010908567228249,0.5710127597754889
DUSP14,727,199,41.89996719360352,8.65029e-05,-0.1789707980833807,0.5710196843939207,0.7010908567228249,4417,0,1,0.0011103504,5326,4417,-0.00012574345,0.0002480758,Background,-0.1789707980833807,0.5710196843939207,0.7010908567228249,0.5710196843939207
PDXP,651,299,28.539154052734375,0.00014285767,-0.17901632789174418,0.5710375595060091,0.7010908567228249,4418,0,1,0.0012378269,4227,4418,0.00062407553,-0.0004220456,Background,-0.17901632789174418,0.5710375595060091,0.7010908567228249,0.5710375595060091
SOSTDC1,728,214,37.99617767333984,8.503627e-05,-0.17902653817306652,0.5710415680669746,0.7010908567228249,4419,0,1,0.001171768,4653,4419,-0.00029452518,0.0004147822,Background,-0.17902653817306652,0.5710415680669746,0.7010908567228249,0.5710415680669746
TSPAN3,714,254,37.488075256347656,9.478329e-05,-0.17902948376812342,0.5710427245075357,0.7010908567228249,4420,0,1,0.0010754762,5942,4420,0.00016327575,-2.9236253e-05,Background,-0.17902948376812342,0.5710427245075357,0.7010908567228249,0.5710427245075357
SLC51A,706,343,42.02577209472656,0.00010040341,-0.1790368475463605,0.5710456155240577,0.7010908567228249,4421,0,1,0.001077267,5913,4421,0.00016747415,-2.5483314e-05,Background,-0.1790368475463605,0.5710456155240577,0.7010908567228249,0.5710456155240577
MYRIP,649,903,41.98756790161133,0.00014413847,-0.17904098692937173,0.5710472406425728,0.7010908567228249,4422,1,2,0.0010925047,5612,4422,0.00020378642,5.6345016e-08,Background,-0.17904098692937173,0.5710472406425728,0.7010908567228249,0.5710472406425728
SEMA4B,664,903,42.09466171264648,0.00013179518,-0.17906022700976557,0.5710547942671957,0.7010908567228249,4423,0,1,0.0011149516,5251,4423,-7.337611e-05,0.0002597631,Background,-0.17906022700976557,0.5710547942671957,0.7010908567228249,0.5710547942671957
OSM,707,364,38.019630432128906,9.91918e-05,-0.17907184704094364,0.5710593562601459,0.7010908567228249,4424,0,1,0.0011232452,5148,4424,-0.00014086068,0.00028113934,Background,-0.17907184704094364,0.5710593562601459,0.7010908567228249,0.5710593562601459
GPR65,721,365,41.96830368041992,8.9211506e-05,-0.17907546933723048,0.5710607783619733,0.7010908567228249,4425,0,1,0.0012233311,4318,4425,-0.00044893473,0.00057509966,Background,-0.17907546933723048,0.5710607783619733,0.7010908567228249,0.5710607783619733
TMEM178B,709,311,40.686798095703125,9.71074e-05,-0.1791180683217779,0.571077502516554,0.7010908567228249,4426,0,1,0.0010687358,6100,4426,0.00014761835,-1.029054e-05,Background,-0.1791180683217779,0.571077502516554,0.7010908567228249,0.571077502516554
ACAD8,706,301,40.905311584472656,9.8943005e-05,-0.17914093470624698,0.5710864796954838,0.7010908567228249,4427,0,1,0.001138826,4956,4427,-0.00018248521,0.00032241078,Background,-0.17914093470624698,0.5710864796954838,0.7010908567228249,0.5710864796954838
CLNK,636,487,41.29005432128906,0.00015348662,-0.17914225020553148,0.5710869961499717,0.7010908567228249,4428,0,1,0.0011996715,4455,4428,-0.00028191134,0.00049897376,Background,-0.17914225020553148,0.5710869961499717,0.7010908567228249,0.5710869961499717
STX7,702,265,41.556304931640625,0.000101306534,-0.1791788575964693,0.5711013678697732,0.7010908567228249,4429,0,1,0.0010678306,6126,4429,-2.2649765e-06,0.00014553266,Background,-0.1791788575964693,0.5711013678697732,0.7010908567228249,0.5711013678697732
FH,699,513,40.68803405761719,0.000103385915,-0.17918658145549926,0.5711044001726517,0.7010908567228249,4430,0,1,0.0010762764,5934,4430,0.00016514957,-1.8943101e-05,Background,-0.17918658145549926,0.5711044001726517,0.7010908567228249,0.5711044001726517
NUDT1,672,166,26.852285385131836,0.00012359046,-0.17919653123922405,0.5711083063431216,0.7010908567228249,4431,0,1,0.0012916762,4010,4431,-0.0006487835,0.0008235667,Background,-0.17919653123922405,0.5711083063431216,0.7010908567228249,0.5711083063431216
ADA,689,345,29.561357498168945,0.0001104651,-0.17920902809528097,0.57111321245498,0.7010908567228249,4432,0,1,0.0012334193,4255,4432,-0.0004527662,0.0006089881,Background,-0.17920902809528097,0.57111321245498,0.7010908567228249,0.57111321245498
CA5A,637,327,39.349708557128906,0.0001516114,-0.17921413703036812,0.5711152181568429,0.7010908567228249,4433,0,1,0.0011195842,5196,4433,-5.7243276e-05,0.00027165376,Background,-0.17921413703036812,0.5711152181568429,0.7010908567228249,0.5711152181568429
TMEM222,715,214,42.08909225463867,9.1331895e-05,-0.1792255321016319,0.5711196917078807,0.7010908567228249,4434,1,2,0.0010645302,6219,4434,5.7015568e-05,7.2152354e-05,Background,-0.1792255321016319,0.5711196917078807,0.7010908567228249,0.5711196917078807
TRAT1,702,193,43.44792175292969,0.00010055897,-0.179232069297223,0.5711222581184323,0.7010908567228249,4435,0,1,0.0011742833,4624,4435,-0.00027992204,0.00042213802,Background,-0.179232069297223,0.5711222581184323,0.7010908567228249,0.5711222581184323
PIK3C2G,605,1524,42.31739044189453,0.00017914781,-0.17924368211466613,0.571126817138937,0.7010908567228249,4436,0,1,0.0011662123,4706,4436,-0.00014533824,0.00039869174,Background,-0.17924368211466613,0.571126817138937,0.7010908567228249,0.571126817138937
PROX2,675,382,41.225730895996094,0.000120434444,-0.17925545969787104,0.571131440834352,0.7010908567228249,4437,1,2,0.0010849728,5750,4437,7.093325e-05,9.938516e-05,Background,-0.17925545969787104,0.571131440834352,0.7010908567228249,0.571131440834352
KCNJ2,725,428,36.04268264770508,8.2657905e-05,-0.17934576860346987,0.5711668943772704,0.7010908567228249,4438,0,1,0.0012561486,4160,4438,-0.0005718097,0.00068870885,Background,-0.17934576860346987,0.5711668943772704,0.7010908567228249,0.5711668943772704
SGCD,696,289,40.92977523803711,0.000103321276,-0.17934760530301969,0.5711676154243024,0.7010908567228249,4439,0,1,0.0011220945,5160,4439,-0.00013202988,0.00027814927,Background,-0.17934760530301969,0.5711676154243024,0.7010908567228249,0.5711676154243024
GRB14,673,566,43.75621795654297,0.000120593,-0.17935317672998843,0.5711698026400674,0.7010908567228249,4440,0,1,0.0011166559,5228,4440,-9.358022e-05,0.00026412308,Background,-0.17935317672998843,0.5711698026400674,0.7010908567228249,0.5711698026400674
AFAP1,629,741,41.552268981933594,0.00015615742,-0.1793699074134989,0.5711763707135165,0.7010908567228249,4441,1,2,0.001100075,5491,4441,0.00021759747,3.2419339e-06,Background,-0.1793699074134989,0.5711763707135165,0.7010908567228249,0.5711763707135165
MAK,662,657,41.03044509887695,0.00012889947,-0.17937489510078708,0.571178328758603,0.7010908567228249,4442,1,2,0.0010846754,5758,4442,0.0001751706,7.1208924e-06,Background,-0.17937489510078708,0.571178328758603,0.7010908567228249,0.571178328758603
IDE,681,1025,41.6090087890625,0.00011413661,-0.17937593306494776,0.5711787362379434,0.7010908567228249,4443,0,1,0.0012310577,4269,4443,0.000600975,-0.00043955864,Background,-0.17937593306494776,0.5711787362379434,0.7010908567228249,0.5711787362379434
ACTR3C,669,198,40.85353088378906,0.00012267544,-0.17942539841682908,0.5711981550371815,0.7010908567228249,4444,0,1,0.0011631234,4732,4444,0.0003898386,-0.00021634903,Background,-0.17942539841682908,0.5711981550371815,0.7010908567228249,0.5711981550371815
PHF11,630,372,41.264610290527344,0.0001542999,-0.17943948629537407,0.5712036855371192,0.7010908567228249,4445,0,1,0.0010983731,5515,4445,0.0,0.00021821214,Background,-0.17943948629537407,0.5712036855371192,0.7010908567228249,0.5712036855371192
TCN2,702,465,39.39384841918945,9.751017e-05,-0.17944908326961595,0.5712074530279087,0.7010908567228249,4446,0,1,0.0011645071,4720,4446,-0.00025589764,0.00039379625,Background,-0.17944908326961595,0.5712074530279087,0.7010908567228249,0.5712074530279087
RERGL,675,204,43.05128860473633,0.00011749973,-0.17946247388255812,0.5712127097792137,0.7010908567228249,4447,0,1,0.0011537843,4828,4447,0.00036346354,-0.0001972937,Background,-0.17946247388255812,0.5712127097792137,0.7010908567228249,0.5712127097792137
FAM89B,679,176,35.39651107788086,0.000114208786,-0.17947842977743445,0.5712189735664432,0.7010908567228249,4448,0,1,0.0010897353,5657,4448,0.00019716285,-3.5649166e-05,Background,-0.17947842977743445,0.5712189735664432,0.7010908567228249,0.5712189735664432
OTUB2,720,240,40.71036148071289,8.366286e-05,-0.179522801715949,0.5712363925128082,0.7010908567228249,4449,0,1,0.001086436,5726,4449,-7.09109e-05,0.00018922798,Background,-0.179522801715949,0.5712363925128082,0.7010908567228249,0.5712363925128082
RPS27A,690,159,20.255142211914062,0.00010488974,-0.17955137328638676,0.5712476086870656,0.7010908567228249,4450,0,1,0.0010965001,5548,4450,0.00021361373,-6.527733e-05,Background,-0.17955137328638676,0.5712476086870656,0.7010908567228249,0.5712476086870656
KRIT1,702,694,41.739166259765625,9.60467e-05,-0.1795532532506504,0.571248346691621,0.7010908567228249,4451,0,1,0.0012119954,4375,4451,-0.00040222704,0.0005380559,Background,-0.1795532532506504,0.571248346691621,0.7010908567228249,0.571248346691621
CREG1,679,230,39.37353515625,0.00011288177,-0.17957216532823395,0.5712557708611244,0.7010908567228249,4452,0,1,0.0011839719,4553,4452,-0.00029125623,0.00045089563,Background,-0.17957216532823395,0.5712557708611244,0.7010908567228249,0.5712557708611244
CDC42EP3,725,295,41.99482727050781,7.940171e-05,-0.17957925623904933,0.5712585544791955,0.7010908567228249,4453,1,2,0.0010551051,6438,4453,8.927286e-05,2.3015775e-05,Background,-0.17957925623904933,0.5712585544791955,0.7010908567228249,0.5712585544791955
CCKAR,714,445,41.49333190917969,8.6716725e-05,-0.17960589248900072,0.5712690108118296,0.7010908567228249,4454,1,2,0.0010584696,6355,4454,6.3218176e-06,0.0001163173,Background,-0.17960589248900072,0.5712690108118296,0.7010908567228249,0.5712690108118296
EMP2,724,193,37.50893783569336,7.9641584e-05,-0.17961164036032098,0.5712712671910042,0.7010908567228249,4455,0,1,0.0010748922,5958,4455,-4.928559e-05,0.00016191031,Background,-0.17961164036032098,0.5712712671910042,0.7010908567228249,0.5712712671910042
RNASE10,703,247,39.01297378540039,9.430887e-05,-0.17962540549224748,0.5712766708092929,0.7010908567228249,4456,1,2,0.0010662972,6172,4456,4.6325848e-05,8.70456e-05,Background,-0.17962540549224748,0.5712766708092929,0.7010908567228249,0.5712766708092929
FGF21,692,225,38.61624526977539,0.000102124526,-0.17964217460506698,0.571283253647489,0.7010908567228249,4457,0,1,0.0011608761,4759,4457,-0.00023901276,0.00038343808,Background,-0.17964217460506698,0.571283253647489,0.7010908567228249,0.571283253647489
CCDC14,636,972,41.964237213134766,0.00014612009,-0.17965471370723618,0.57128817595103,0.7010908567228249,4458,0,1,0.0011522066,4845,4458,0.0003590649,-0.00015242025,Background,-0.17965471370723618,0.57128817595103,0.7010908567228249,0.57128817595103
CHCHD6,658,254,41.525848388671875,0.00012758886,-0.17969021042922026,0.5713021103527122,0.7010908567228249,4459,0,1,0.0011666586,4703,4459,-0.00021953788,0.0003999765,Background,-0.17969021042922026,0.5713021103527122,0.7010908567228249,0.5713021103527122
GIP,686,167,37.87668228149414,0.000105230545,-0.17973895788869654,0.571321246247576,0.7010908567228249,4460,1,2,0.001071815,6041,4460,0.0001272019,2.161623e-05,Background,-0.17973895788869654,0.571321246247576,0.7010908567228249,0.571321246247576
NHP2,706,157,41.99909210205078,8.966503e-05,-0.17980220200350208,0.5713460725782992,0.7010908567228249,4461,1,2,0.0010597144,6328,4461,0.00012602285,7.809722e-07,Background,-0.17980220200350208,0.5713460725782992,0.7010908567228249,0.5713460725782992
C7orf78,389,105,40.81061553955078,0.00044075865,-0.1798565854751901,0.5713674204583497,0.7010908567228249,4462,0,1,0.0012376099,4228,4462,0.0,0.0006233286,Background,-0.1798565854751901,0.5713674204583497,0.7010908567228249,0.5713674204583497
RMND5A,711,419,31.97886085510254,8.521107e-05,-0.1798652350420523,0.57137081577063,0.7010908567228249,4463,0,1,0.0010938781,5589,4463,0.0002072081,-8.6701126e-05,Background,-0.1798652350420523,0.57137081577063,0.7010908567228249,0.57137081577063
SHQ1,678,631,42.21686553955078,0.00010932982,-0.17987686720038434,0.5713753818649354,0.7010908567228249,4464,0,1,0.0012120974,4373,4464,-0.0003837701,0.0005383843,Background,-0.17987686720038434,0.5713753818649354,0.7010908567228249,0.5713753818649354
HPDL,700,377,39.64655303955078,9.284989e-05,-0.1798840579621931,0.5713782045260467,0.7010908567228249,4465,0,1,0.0011046189,5422,4465,0.0002336856,-0.000102375634,Background,-0.1798840579621931,0.5713782045260467,0.7010908567228249,0.5713782045260467
NUBP2,711,277,41.98052978515625,8.489042e-05,-0.1798881255670299,0.5713798012217332,0.7010908567228249,4466,1,2,0.0010595333,6332,4466,3.7197024e-05,8.2852814e-05,Background,-0.1798881255670299,0.5713798012217332,0.7010908567228249,0.5713798012217332
SIGLEC10,268,693,39.66200637817383,0.0007197317,-0.17989062323982513,0.5713807816564566,0.7010908567228249,4467,0,1,0.0014295747,3730,4467,-0.0004883036,0.0015061554,Background,-0.17989062323982513,0.5713807816564566,0.7010908567228249,0.5713807816564566
ADAT2,715,196,41.39570999145508,8.167606e-05,-0.17991572482761115,0.5713906349916216,0.7010908567228249,4468,0,1,0.0013070711,3975,4468,0.0008862987,-0.0007707898,Background,-0.17991572482761115,0.5713906349916216,0.7010908567228249,0.5713906349916216
